meioX,meioY
693,772
2832,3101
3521,2063
3023,1518
1824,756
1695,1851
2015,739
4182,13
1424,1876
3329,2050
926,554
1120,995
502,1158
2862,2816
726,506
2060,1351
2366,1476
3712,2492
1991,1466
1981,2272
1343,2741
815,885
3230,1212
2991,2589
1894,2691
1976,1804
5327,2189
784,1556
1627,299
838,1395
1436,708
4246,2755
2010,3209
1152,1916
1239,674
5158,1851
1389,1702
1958,2989
1679,517
1322,250
4829,796
615,464
3296,3483
2336,2140
1814,1553
3037,1979
2011,1123
525,464
4846,2152
4034,2258
1793,222
2386,721
3309,307
2951,2402
2174,1444
509,802
1092,427
3254,2521
832,945
2149,3006
3397,2338
1184,2461
2533,148
2031,813
4220,2245
3040,3626
1117,937
1405,210
2920,1451
2476,2800
718,860
2897,2155
699,1603
128,2356
1434,306
2494,2033
2972,2080
1549,384
5338,3069
3254,1715
3436,437
3159,1690
3429,3297
3467,3461
540,137
3041,1603
1725,2758
830,558
1534,3593
3118,1107
1630,1572
525,834
4301,114
2002,707
2014,1581
698,392
2984,509
1178,412
2532,2585
2837,1072
3226,1161
3704,2051
991,2853
2779,2861
2702,484
3694,2012
1937,813
1745,1242
718,80
2588,2850
1072,772
1836,804
4667,1778
823,2130
735,957
342,3331
2766,1989
639,949
318,3205
1093,476
3719,1242
2475,2348
1491,932
3072,501
3178,2583
28,2377
4422,1108
2070,185
830,1755
944,998
3492,3577
1303,1325
1476,1294
3201,2667
2546,1849
2620,2588
3036,2765
2779,3304
2804,1318
1102,903
351,523
2740,3118
2132,3312
2035,1261
3673,1491
2079,3508
2021,2441
2686,418
5319,909
3596,1147
2237,2128
2408,3317
525,1255
636,2146
2522,2170
2068,3045
2367,2705
5247,1857
3564,3476
1715,273
4747,3381
777,331
1414,3050
2507,2085
1820,307
3324,2022
867,298
3813,844
4309,151
1820,2400
710,2053
2140,2137
2622,3403
1756,837
4333,2765
669,2282
1620,1545
4031,3490
3143,2435
2717,2597
434,1276
2350,2643
2339,1768
1698,217
2790,2496
2634,596
2581,1568
2051,1736
807,1621
1789,585
751,606
1860,2951
2252,3466
5407,1731
2044,462
2408,2075
1187,843
2317,30
1170,780
4316,663
3094,163
479,667
2767,3245
3209,2341
1172,376
1732,1599
1242,1484
4481,2190
1461,432
2113,2826
4869,1002
3351,501
3450,2987
3718,428
861,2694
4391,985
1376,853
2928,1498
2942,3160
1937,419
651,601
2806,566
2998,2169
4493,1426
1848,3291
651,1801
4376,3339
1730,2792
2771,2015
3048,409
1792,3469
943,610
1582,1758
5019,2910
1916,3629
2570,2766
4334,729
1283,1683
4076,2010
2474,2769
970,1133
3112,2284
3244,2069
4959,2254
1899,2720
4061,1921
1146,2715
4255,2022
1676,1793
3305,2366
2885,2123
1932,2465
5089,1140
3947,3519
2567,2330
4565,908
945,1452
4407,3470
3756,2275
1299,1711
4228,208
1635,2799
3322,2416
1639,790
2836,2285
5235,542
2852,3215
2539,3471
2209,2820
2144,77
2229,1651
5070,646
4703,649
2130,1666
2638,2663
1707,2698
1076,362
2144,2956
3215,1128
4879,2298
2003,2363
2582,791
3694,1572
1724,322
2551,227
5242,2623
3650,1810
2868,2450
4490,127
5123,1716
1697,1426
998,2886
4830,2096
1429,2726
1801,1460
2293,1559
3176,2178
2224,2495
1755,1282
5029,2564
1666,2920
2583,1193
5162,2302
1539,2802
2246,2585
525,864
3763,3112
942,1424
1440,348
2824,1428
1949,1691
3098,3040
744,1012
37,23
3065,1331
2542,1812
1568,1291
3207,1515
2091,1894
1669,1312
2530,3384
2542,2243
1527,701
1807,2715
593,368
5235,1010
5020,3330
2867,2839
1567,884
1781,159
4156,2353
2663,3175
1237,1058
820,2961
2875,2484
4018,2595
2799,1732
5018,1250
2987,2557
4640,1661
4831,1682
4204,3389
4727,1229
2638,1016
2051,2568
1140,1053
5018,1665
1531,2334
1007,509
4069,1216
883,2791
2221,2877
920,1756
1731,714
1070,3620
1787,180
3611,2040
3298,2719
2753,3588
3307,3544
3860,1436
1157,1957
4235,1101
3456,2576
2194,2787
2769,2829
3497,1565
2494,2858
2109,3222
917,904
1608,1850
2203,3636
1937,1630
2277,280
1740,1634
620,39
3924,158
1569,2920
3926,1329
1560,1644
2494,1602
1773,1353
1230,2639
3687,3195
332,48
902,2886
3759,1873
1440,3601
1152,3578
3798,1597
1371,440
739,561
3134,397
3340,1270
2322,2929
4733,2105
2902,2214
2724,202
4083,1281
4706,1138
5095,1991
2260,2241
2951,365
4267,2112
5203,2887
4717,1587
3461,3024
2406,374
4996,1559
2452,1420
442,899
821,114
2028,1620
3464,1412
1596,1017
2370,2300
1028,1789
4189,59
1627,3589
1802,640
894,3251
912,491
2944,1169
2689,2069
3618,1222
908,472
2754,3615
1963,537
2340,3388
3388,237
4765,952
1045,1039
1463,2452
5352,3118
4643,2085
1833,3243
1319,1820
765,1083
4424,1124
3168,1332
3091,3012
3506,2393
3203,1894
3521,2085
2670,320
2947,1555
1288,498
3751,1389
4430,709
1469,1662
2956,1987
1878,2650
662,653
1853,1710
3027,1146
1660,450
3509,3244
1590,140
5040,2180
2196,315
1756,452
3853,2305
5120,2940
2620,2169
3104,3067
3359,2563
2142,2569
3209,1936
3055,3248
1219,1374
2679,3255
2137,2931
233,456
750,1409
2890,2541
2359,3485
3995,3328
3428,1652
2839,1483
1653,3315
1244,3144
2827,2653
1075,2821
589,1524
2861,1580
1702,3073
1963,1381
421,828
1552,1614
1890,2290
4246,3556
2087,2299
3841,2242
2220,25
2290,3609
2849,1951
3998,909
1844,2494
1727,1994
2938,2337
865,1487
1088,1620
2233,3372
2492,1176
1086,815
1652,2826
3509,781
196,2676
4716,737
3375,2627
4580,2651
1684,963
3725,462
1817,329
434,472
3451,3392
1036,616
4187,2911
1047,1471
648,2196
2785,3329
4186,2100
2746,1515
1427,3128
2805,2162
2478,1546
5362,3151
1770,92
1082,2047
3829,2589
847,1821
3017,3099
2669,736
4233,1946
1948,40
2179,671
3390,2719
3241,1251
3467,1849
2608,65
525,1664
977,1169
1953,2558
3588,2354
3414,787
1778,3000
2147,1729
4020,1753
5278,2800
1966,2634
1151,293
2510,27
4680,1842
3688,2372
4805,1589
3141,2030
1062,713
3188,996
3567,164
5153,196
907,45
4392,2222
3679,3565
2208,1584
3085,1397
3732,3369
1558,2458
2342,2599
5094,2858
4687,586
2609,1697
2284,2322
3495,3157
2257,181
2885,504
2910,3017
2970,458
5414,2997
1564,2045
2274,3543
4764,2637
4635,1220
1278,42
79,3044
1095,2516
1500,611
738,1760
2202,345
1947,452
2118,781
3252,2130
3383,2693
2248,556
1860,916
3466,130
2291,2789
1749,2456
1029,1384
1998,2760
1854,881
1192,2102
3306,1544
1842,2879
5343,2276
1274,2853
5093,3247
788,2811
3810,2104
3962,3617
2080,2700
951,1052
2069,2227
1124,2622
5072,1897
1263,1611
896,827
641,2172
2965,2441
4940,2995
2663,2343
1298,2531
5260,2727
2710,3400
3148,1245
5205,2497
1119,3006
2060,2180
4401,1037
1630,738
2813,599
1890,614
3383,1876
636,516
3657,1429
2096,1922
2466,2738
4789,1076
4758,519
2361,619
649,1402
5083,2803
5216,3358
2235,1300
3235,2033
5182,1181
2674,2845
3233,2441
3160,2121
1983,2676
2981,945
307,741
4719,2021
3403,3176
4664,2996
3788,1120
4947,1772
5410,2554
1164,347
2978,898
1086,2455
1757,2929
4907,1183
3893,3296
4310,2287
1264,2398
2300,755
1977,2227
3165,3343
1234,3090
4417,252
1745,2845
435,496
2865,1199
4176,3266
4372,896
5054,172
1347,2376
3129,1586
2660,1530
4997,2829
1925,2837
5093,738
2644,195
2095,701
1803,1893
4687,1876
3378,1851
3290,1047
3422,2445
4990,3219
4571,943
3225,2400
3148,2086
1882,3473
1308,2989
3090,2197
4313,1890
2102,2379
3373,185
3033,1940
2685,3292
5344,1038
1882,3068
3075,2515
3332,1661
604,1604
3505,1985
740,2166
1963,1763
2505,3298
4276,28
3396,1089
4271,862
2732,611
1610,2646
4653,900
5157,2263
3963,756
4980,1058
4160,2797
4299,1811
1331,1891
2020,2841
5084,2774
4805,281
106,2313
5327,3017
2600,2079
2338,1740
4407,3062
5296,2868
1615,2309
4636,2462
5116,2959
4609,1968
1351,743
1815,3599
2327,2514
1345,1100
1410,2662
3151,1268
5355,2716
2423,1735
1498,972
2190,688
4827,2904
1981,193
2753,3196
3519,3282
3049,2370
987,2019
3408,2374
3477,3089
3927,1749
2381,3186
4345,3195
3230,2425
3015,2683
2455,2685
2811,3435
2397,1172
1336,2701
5261,2330
3321,362
4821,3301
3611,3264
659,1841
2697,1692
1738,779
2945,3618
835,2586
2139,462
3412,2400
5380,1638
4086,2883
4111,149
4294,977
3202,3088
4788,1915
4003,508
3572,1877
1732,343
951,666
2984,1722
5405,2197
1527,288
4237,3146
4791,196
2911,1021
3294,245
3297,1491
3180,593
1070,1966
2658,286
3715,384
3526,858
3185,3020
3467,1830
3781,3612
2819,2246
1831,1625
2452,3483
3546,1347
1505,3472
2829,2674
3087,3416
3260,502
3061,1689
2977,2103
337,884
2608,3339
1973,564
5139,2190
457,976
1012,1740
3599,1184
5013,2063
2425,2552
1879,565
2956,2019
2181,2311
2931,3562
787,3209
2590,2449
1326,661
5348,1903
2660,1131
4054,2335
1695,1881
3487,1521
2263,1828
3518,2450
3029,2325
2531,1754
5196,798
2495,383
1970,141
2802,140
732,143
3676,1912
2186,747
3538,2146
4356,1631
2945,2353
4646,859
482,691
2128,2486
3781,1516
5341,584
2995,563
2973,62
1253,1973
2530,1368
4929,1268
3165,66
2723,1003
3549,952
869,1104
2896,3407
1089,24
2903,1386
3250,1283
2365,1862
1588,963
3260,2546
2722,2210
1126,2643
791,775
3196,2290
5139,114
1666,490
1596,573
5277,732
2556,3572
2889,3371
3979,2399
3459,1379
4474,951
3072,2107
2708,510
3485,1912
2815,2198
5035,51
3162,2497
1835,1203
4125,2230
1107,1715
4752,899
1591,2585
3316,1966
1223,1411
325,1239
706,1206
4523,284
2682,22
1176,2020
762,2713
892,402
2948,3186
3325,795
3386,2296
619,56
4556,853
2841,2314
1977,1418
882,779
4122,1455
5312,2933
3383,1456
1791,1866
1906,2775
36,1992
1744,2871
4003,91
2247,2156
3172,3367
3954,1456
4009,116
3329,411
2759,2788
1098,2096
1700,2664
904,2855
2395,1578
3662,572
4061,2364
2066,2638
3072,3345
3462,1801
2274,2731
5170,2747
3717,3320
3767,1067
3831,1348
4416,2748
2558,2694
3085,2160
2415,461
1849,1254
3803,2495
859,1882
4945,906
1869,1774
1463,1611
1889,1856
2106,332
2599,2483
4432,752
1673,2963
1487,3397
2760,2370
2951,1217
2796,2135
1716,3576
5186,3223
1779,1807
3507,1588
3020,3528
3586,3168
2254,1794
4157,1199
3613,793
1755,2910
1789,2261
4303,1829
1731,2017
1221,3032
3372,3041
4099,2127
5148,612
2496,803
3335,849
1178,1619
1866,3391
3119,3534
4940,3383
1429,2327
4970,214
2267,1043
2918,3048
3365,123
4915,2862
3261,3342
984,825
4545,811
122,2789
985,2427
5054,1801
2893,1320
3700,1163
4932,1692
4621,1996
3473,2665
3106,2668
3342,2512
1965,2597
3476,1037
2428,2141
2904,596
373,1036
1661,2506
2237,2966
4978,2717
785,1161
3603,1602
3551,1814
4062,1944
1627,2752
4114,2161
4460,1696
3231,1593
3668,2308
951,1872
4901,691
245,96
1442,371
1900,1475
4164,1232
2110,362
3662,976
4860,2640
5172,698
2062,3009
1531,2748
4276,2904
3062,3321
3389,1110
2677,2011
3455,541
3130,1993
2747,1079
2900,141
3229,1616
3370,571
4832,1264
4641,2915
1648,394
3399,1951
4697,2328
3293,1901
3833,2217
3481,2296
1869,3420
3103,1038
3736,3402
2338,3358
3101,622
833,3006
4606,1097
1231,635
3916,2145
3271,1370
2815,2603
2361,1043
4093,73
1402,1779
5065,2277
5103,1642
4731,806
2094,2334
1445,1970
4624,1154
3485,2325
2860,2401
4872,2691
4394,126
2322,3331
3978,399
204,2701
2373,295
5275,1168
3342,2922
1503,3031
4806,2406
1269,2420
4474,3007
2634,619
3012,647
4212,140
4236,2347
5105,2035
5365,2006
980,3227
1156,682
3370,2224
3469,614
2438,558
5075,2336
1943,1658
4235,270
1949,2529
222,2817
1267,9
3873,1091
4835,847
2792,518
4620,1577
4689,205
2283,2343
2261,3496
2239,3401
3785,2008
2426,3369
3291,2677
1564,1264
4156,779
2228,448
3273,3406
871,705
1308,1765
1424,1897
3981,2005
2410,830
2267,2691
4524,1156
1371,476
2315,2491
1611,2284
3879,386
4941,475
1054,253
1687,571
3189,3454
3734,2584
770,1492
3321,1610
2219,395
4337,749
4628,3266
3933,1366
2287,1520
2624,121
2596,1643
2669,1577
1572,2523
3966,2368
4669,1378
1870,3011
3621,3317
2318,2478
5382,2083
1690,185
1571,485
2997,3017
2469,3165
1774,3403
5338,1464
2620,1346
2102,2365
994,434
5245,588
2070,2245
2919,637
3439,2515
4701,1942
1169,1999
1659,852
2829,256
4442,1623
4814,2424
5458,2772
2207,2429
3220,3159
529,895
1530,1925
835,1368
3535,453
3267,1352
4700,2352
3974,3220
3454,1354
535,508
5144,3060
3132,2382
4090,2507
3974,808
4997,1992
1504,2643
482,1471
3882,2416
4631,1608
2347,158
3411,1582
1155,3160
4916,773
840,2193
5186,1995
3595,290
1062,1516
2337,94
2511,1678
2275,1466
2710,2572
2637,3474
5362,1969
1406,2985
5333,1438
2076,601
2883,1671
2002,1522
3675,1953
1062,2363
3960,308
542,1767
4005,1296
1842,1656
4946,119
3180,1382
1831,2433
3665,1462
5002,2031
2532,1774
806,56
3701,2454
2758,369
2282,663
4650,1273
770,1132
1748,1686
5084,3190
4754,1740
3174,2528
2899,969
2476,1522
1768,902
1896,240
4757,63
191,2655
3096,2615
3121,2717
497,754
4513,1101
3648,3025
2485,1569
2565,719
3789,1555
5259,644
283,3097
2722,1392
1592,1803
1597,3040
3761,1441
1206,3002
3433,3324
2250,138
3642,512
4344,2028
905,443
3982,1181
1784,2636
3138,1613
3629,2117
4546,2466
2697,2505
677,701
2302,3241
2834,3543
5241,153
2395,764
5279,1968
4152,722
2098,1522
4162,2401
2166,193
904,2078
2038,1688
2411,2481
3106,1463
2898,1352
575,1071
1499,2612
2364,1020
3642,67
3064,3300
4406,625
3036,3589
3050,2409
2054,481
3404,308
3008,2644
3326,2437
1196,2503
5454,627
3225,1988
3716,2089
3056,1664
3654,3439
1913,304
3012,1478
2804,2531
4416,651
1315,996
4320,1485
5123,2137
4614,2783
1422,663
5263,1941
3041,1176
3589,1951
978,2784
1602,627
1361,2020
3308,3138
3215,2728
2100,1115
3427,821
2167,2241
1603,198
4606,702
647,176
4203,1814
2190,3587
2523,546
2730,231
4127,1055
2942,1946
3132,3190
4529,3250
4242,1990
5413,470
3699,3280
1768,884
4011,2133
5043,3014
2701,2118
2469,290
2818,2213
922,2969
2877,461
2178,2690
1489,1751
628,896
2827,669
3624,2925
1013,2152
914,2113
2946,2758
1252,2750
1290,1272
3508,319
4987,2763
3101,211
2644,2240
2407,395
2380,3166
2669,771
2004,3609
4708,1967
3498,1148
592,731
2935,1137
4530,761
4008,2110
995,35
1923,1581
1956,1333
3630,859
3315,1160
1557,1240
3635,34
3124,333
2817,1004
1015,2550
2918,617
4340,2001
2899,1735
2778,451
4972,1006
2860,1979
2646,217
4215,1480
5394,2897
5448,244
4550,1259
3189,3440
4860,2205
4303,2239
4234,2299
4666,505
3330,2455
3557,1411
5412,1789
4981,625
2255,1398
2511,2103
3958,1904
4253,789
1825,2787
3731,905
3093,1421
1621,707
3014,3503
1320,609
3110,3478
204,715
2160,574
2807,1379
1594,3444
3569,217
4757,2602
3221,3568
3151,3272
2407,1216
2716,163
1506,1012
3327,1225
4296,579
1468,2066
1588,3000
2138,1284
1633,2777
1900,3499
1517,2268
1222,208
1731,3629
2907,3455
2541,1005
2705,109
4658,1312
554,987
3476,1874
4214,3039
2463,258
3991,2469
2484,345
2700,1710
4528,744
3748,2249
92,258
1119,1777
2484,3209
4475,1765
4278,1318
4253,1197
4614,1128
5447,1947
4729,3285
4476,1351
2838,708
4107,980
1348,1961
912,95
5213,2102
5462,3219
3415,1183
2212,2456
2466,1063
619,1668
2228,874
4603,1078
1606,3515
4063,1178
1415,1830
1248,1524
4875,2725
4550,1242
2058,1757
1954,473
2674,1197
4260,2406
3459,992
1375,822
2387,2385
2095,2764
3062,1306
1237,1873
767,3137
1811,1515
4988,3597
2962,1234
11,2241
3596,1970
5428,1878
1585,527
4619,285
1489,1770
1038,1415
3385,1488
2347,2204
718,2081
1934,1249
3224,358
1837,387
1470,2870
3725,2536
4598,213
4890,2335
2792,2088
3639,2185
1883,3050
1515,3091
4561,2983
3164,507
4395,3405
5168,1508
1979,3485
586,1931
2651,678
2463,1469
1537,320
2463,2292
2392,2875
4151,1168
2765,396
3629,873
3854,1022
1876,3024
4812,2006
4885,3160
1698,610
3457,974
2710,1739
3954,1038
892,2010
5116,454
2565,308
5315,476
1599,3493
4425,2787
3844,196
1281,2467
5019,13
4931,855
1989,1872
3826,3393
3819,90
4022,1334
2020,374
2519,1706
52,2924
4803,1134
1539,2369
2971,2489
2676,1210
1339,2315
2080,1452
2269,2267
1657,2457
4154,1954
5039,1775
2083,246
3617,3300
3207,3116
2551,1431
5410,892
3066,877
4644,3352
139,2869
5355,676
1650,1645
4231,692
4691,2734
2478,1093
1521,3545
5142,567
4667,66
4277,1744
2972,1308
3346,42
2439,2618
2846,1120
907,76
4405,601
2879,1263
3514,1236
5137,77
4588,159
2084,3550
1915,1560
2687,2882
1322,639
4373,60
5461,1589
1483,2538
2739,283
3628,464
3655,109
2343,2179
2269,2710
4717,2849
1737,2420
2672,2375
4666,2205
1658,1712
4725,1618
2889,3341
5340,92
2833,276
