meioX,meioY
2571,2767
594,370
2496,804
3375,3043
1240,676
2011,1123
5356,2717
1406,212
510,802
652,603
699,1604
1120,997
444,900
1171,780
1322,252
525,1665
3113,2285
4580,2652
3773,3171
2132,1667
693,773
3042,3627
434,1277
4494,1427
2268,1046
1179,415
4276,30
3618,1224
1346,1102
5020,3331
1938,419
4475,1766
2003,707
2302,757
4830,796
1301,2532
707,1206
5325,2189
4640,2917
894,3251
4034,2259
811,58
4018,2596
4300,116
1959,2988
2804,1318
4791,197
4316,663
4297,579
3798,356
5158,1852
2533,150
1949,43
4180,459
1389,1702
4666,506
2598,2484
2885,2124
5018,1251
2278,282
3449,63
3324,2023
30,2378
3118,1107
1835,2435
374,1036
3019,3098
3402,3176
1118,941
1189,845
2556,2693
3066,880
651,1803
1147,2716
3566,3476
351,524
2717,165
4246,2757
4372,899
4077,2010
1460,434
1837,389
1092,427
1626,300
3214,1130
5339,91
940,2630
992,2853
1661,450
1416,3052
3768,1069
2705,110
2371,2300
225,2818
1827,2789
5433,3484
837,2587
5455,3154
5035,52
1890,614
1699,219
996,36
5385,1234
719,862
4755,1740
4996,1561
2012,3209
4308,153
2235,1301
1345,2742
2361,619
3476,1037
4430,708
3339,1271
2409,2077
3813,2946
4251,790
4746,3380
1089,1621
3209,1936
4188,62
2387,722
1780,3002
3437,437
3861,1436
4010,118
2070,3046
1531,2334
4153,1955
2507,2086
2779,3303
4228,208
4571,944
987,2429
163,538
526,1258
2097,704
2494,2034
3628,868
4827,2905
4122,3031
5274,1169
2100,1117
345,3332
3757,2276
3451,3392
3036,2764
3039,1980
3143,2435
4758,63
4475,3007
1594,2587
1158,1957
2524,2172
527,466
3012,1480
2251,139
2367,1476
1756,453
3308,3139
354,951
2786,3330
2771,2016
3924,158
5050,969
4939,475
2995,566
3379,1003
2169,2243
530,898
4276,1745
1447,1970
3889,413
3329,2051
4480,2189
1991,1467
1794,3468
1716,274
4635,1220
4268,2113
5410,2554
2139,1287
3257,75
5066,2276
2042,1691
622,1670
3180,2583
2988,2557
2947,1555
4989,3598
4519,3213
4613,1130
3230,1212
928,558
795,1994
1915,2774
3787,2810
1802,641
1981,2272
3187,996
3160,1690
4706,1139
1489,3397
1152,1918
4140,669
1404,1780
2586,1196
2972,2080
128,2356
4251,1196
637,2146
3713,2492
2221,26
794,778
2547,1850
2978,2103
4186,2915
4571,85
1156,686
4154,360
3364,126
2141,2137
5276,2800
2531,3385
5261,2332
2209,1585
4276,2906
4805,1590
5242,2622
3668,3515
2920,1452
5370,1163
1364,2020
2871,2451
389,1482
3350,501
4805,283
4941,2995
4442,1623
1884,3474
247,98
1549,386
5458,2772
4550,3354
2052,2567
1756,839
3963,755
2443,2201
1900,1474
4581,563
4628,3268
4020,1754
1083,2047
4859,2206
741,561
3748,143
4757,519
3136,403
5202,2887
3181,1388
4356,1632
922,1759
4276,2484
3959,309
3970,1528
2532,2584
1491,934
1731,714
4009,977
3759,1874
3106,2668
4692,2736
868,299
2777,1234
5204,2497
4003,507
5170,2748
5234,542
1434,306
2806,2163
4561,2983
2660,1133
4133,3523
1193,2102
3308,309
5381,2083
5337,3068
1982,195
1242,1483
1162,2775
5379,1638
4372,61
3273,2995
3982,1181
4635,2462
3539,2147
4582,1836
2609,67
235,458
5325,3018
1723,2757
3131,3190
540,138
981,3227
1442,3601
3890,2845
4423,2788
1090,28
5432,578
2589,2850
2682,22
3688,3195
3784,2009
3042,1604
3520,2064
3323,365
617,465
2204,1173
5034,2134
536,509
4938,3382
4715,737
1572,2920
2291,2788
4390,986
2235,3371
2004,2363
1185,2460
606,1603
2832,3101
5163,2702
4626,782
4093,1325
2467,2739
4155,3618
3022,1519
3772,234
4868,562
2453,1420
1658,3315
5419,58
4417,252
3726,52
2522,549
1791,221
3140,2031
2580,1569
979,1542
4124,612
4166,409
4296,977
1849,3291
4844,2154
1594,1804
2697,2505
4644,3352
1666,2919
4664,66
2657,3560
650,1403
5218,52
4296,3404
1789,586
4605,701
2622,3402
4084,1282
5246,1858
2037,1263
4346,3195
1843,2882
4296,2972
2258,183
5138,972
1745,414
3090,2198
2722,1394
1801,1460
611,2027
3300,2721
3466,130
3694,2012
1824,757
4671,3468
979,1171
1684,964
746,1012
4318,3482
2852,3214
1724,322
4378,2182
4456,2906
739,1759
785,1557
3305,2367
1698,1429
590,1524
334,52
2192,1525
883,781
2275,3543
3554,2597
5251,3053
3428,1652
1566,2044
1278,43
4474,1350
1769,95
3220,3159
1472,2066
5215,3357
1851,1257
3725,462
1681,1796
2952,2402
1696,1852
525,834
3209,2342
1980,3483
3603,1603
4416,2747
3328,414
995,436
3485,1914
4829,1683
3718,429
2727,3077
1349,2378
4946,1773
5294,2868
2848,1124
4869,1002
2043,3373
3522,2088
2205,3635
4394,3404
3291,1047
1156,3161
3700,2455
1498,973
4667,2205
4515,2770
3930,2213
3332,1661
3165,2498
5002,1181
2428,2552
1428,3129
1610,2647
1246,3147
2178,2690
1020,930
4352,2061
2686,419
2804,143
2026,1186
4201,1396
3295,3483
1470,1665
2420,53
1542,2370
4278,1317
2998,2169
2082,2700
1299,1711
4733,2106
5414,2997
2724,2211
2885,505
1067,1520
4595,634
4653,900
4554,854
3107,1463
3236,2035
80,3044
2966,2441
900,831
1092,2880
3130,1995
1264,1612
3506,1986
2861,1582
4978,2717
5353,3116
2899,143
4544,812
4474,951
870,1106
2476,2347
1935,2466
2250,557
815,886
4650,1273
3474,2667
2147,1730
1525,3544
823,116
2116,1610
1820,308
2691,1285
3492,3579
3330,2437
699,393
3469,615
1861,917
3634,36
922,2970
2455,2686
2731,611
3879,3219
2795,2136
207,2701
5125,2538
3452,2987
1155,3578
3850,3065
833,946
1692,185
5448,1948
4068,3635
3124,338
2436,3398
5425,2644
1666,2510
2150,3006
1817,330
2412,3318
4270,863
5259,2727
2739,3117
1517,3091
822,2962
1037,618
1219,1376
1869,127
1738,780
1837,805
5315,481
1098,2097
460,979
3372,186
2330,1717
4780,2297
1332,1892
862,2694
2090,1895
4699,2352
285,3097
3388,2298
2305,3243
1970,146
3536,457
124,2789
2113,2826
3771,1937
3759,1443
308,741
4971,214
1833,3245
3828,2589
3612,2040
4489,130
1532,1930
3229,1618
971,1134
4547,2468
3853,2305
3071,502
3981,2010
4060,3171
4020,1024
3999,909
3075,2515
1506,3471
4680,1842
972,725
4788,1077
5181,1179
2022,2441
4407,3062
