meioX,meioY
4400,1597
4208,2604
3391,2613
3488,825
2511,1075
5214,2429
845,987
2751,750
4863,2692
3340,206
3383,1613
4558,2371
4026,1613
4727,2223
4477,2501
964,1246
5142,1547
3462,1501
2102,1643
3905,2348
4309,2673
3929,2508
3255,229
2653,2457
5257,2905
5177,1924
2495,905
3261,1331
1344,506
4107,2464
5012,2209
2264,444
2942,832
4767,2638
1372,740
798,571
2987,1372
3338,3033
1547,1484
3759,1661
3728,1403
5250,2804
2399,1819
4980,1823
3938,2682
4370,2384
3483,773
3750,2613
1412,1124
2482,781
4051,1890
5347,1880
3070,3069
5239,316
3862,1827
2805,386
5303,2386
2132,1906
4273,2323
4060,2980
1181,2374
2212,1759
1849,866
840,187
2581,863
4781,1730
4708,2938
1408,1091
4687,553
1146,396
1840,818
3413,1887
1833,1613
3495,869
2390,2646
1675,2686
5258,2967
1504,1116
3456,464
3195,1618
2579,832
1621,2226
3082,509
4149,2978
3079,325
2673,1722
1599,1131
1752,21
1358,594
2951,1850
2037,1905
3549,457
830,889
3941,640
3293,2563
1546,1527
1997,599
5197,2146
3834,1506
2658,789
1579,101
1947,86
1810,513
2866,998
1036,263
2336,283
1905,1374
1769,1027
2568,786
4396,2617
2120,891
1039,1963
2029,1758
2490,850
3030,2675
2486,2692
2750,2555
4667,2550
3502,1900
2922,598
4364,2319
2374,2459
3279,1501
2291,2568
808,708
1460,1553
1243,469
3627,1313
4034,1714
1945,969
4779,2778
2312,1012
3327,1067
4873,2746
4860,2599
4232,750
4797,1930
4402,2785
4870,2722
4852,2529
2495,2670
1349,1424
2829,2536
1726,1500
4571,300
2190,2475
2969,168
3171,322
2989,382
4910,2208
2710,3059
1488,2706
4925,1114
4789,1795
1663,931
4235,2899
3060,250
4664,1486
2926,643
4132,2777
962,1283
1742,1580
2431,2014
3191,2481
2149,2937
3055,2894
4316,2793
3725,1330
4666,1525
1554,716
3539,2282
1766,971
4423,1908
2465,1490
2662,2527
3566,1650
3699,3032
5040,2510
3571,1721
3565,1621
3088,1430
3624,2268
3420,1035
1438,537
2048,1946
1628,3131
2655,2490
3099,601
3739,2524
1820,595
1059,517
1301,2673
3592,2885
2466,1560
1971,3008
4757,1439
1680,1082
2360,1380
5157,2860
5023,2334
3201,2602
2621,2183
1557,2493
3673,2785
4476,2468
2253,2159
4304,1579
4659,2442
3132,1816
4797,2986
4013,413
1530,1396
3827,1447
2383,1581
2841,2585
2213,2664
3313,2739
3596,1973
3201,2543
5253,2845
2911,1449
3096,2461
2746,701
2916,539
3177,2336
4153,2957
3743,493
3173,1400
2127,933
1807,3205
2272,1436
1933,862
1609,2160
1826,1518
1392,1809
3785,2969
3783,968
3501,915
5101,2203
2411,2826
2708,1273
3026,811
3576,709
3007,1518
822,795
1747,2588
2409,1020
1466,760
2959,2878
1115,75
4060,1955
5235,2673
2194,696
1650,802
4319,1801
4053,2908
3177,407
2717,439
1429,457
2413,1931
4288,2495
1586,1041
4100,353
2163,399
3870,972
1540,3216
1741,2529
4018,1464
3421,2935
3790,3066
2301,1758
2416,1086
1937,890
927,997
4837,147
4427,2965
2275,1505
3397,1769
1857,1805
4572,2534
2761,1816
2529,3099
3517,2954
4606,1914
3746,2590
4134,2752
1997,1465
3357,433
3650,1527
2569,753
1034,1031
1655,2589
2630,1378
1619,456
1692,2899
1869,1904
3349,3103
1919,746
3910,295
2863,2862
2005,1568
5428,1695
1382,13
3206,726
4024,1545
1435,2179
1940,2690
4749,174
1084,694
4119,2660
5330,1660
1852,889
1508,338
1368,3283
1693,1180
4582,1604
4217,2699
3278,2448
3149,156
2207,2630
869,1203
3966,862
2049,1981
1842,1665
5067,1833
1024,1835
823,75
4980,2934
1372,2475
3659,1652
2801,1277
4932,2399
4327,1949
5342,1772
793,539
1153,3002
1222,1122
3558,588
3961,1875
2345,3188
3084,2313
5067,2888
1140,2049
1787,1144
5034,2461
4282,1407
3852,692
2163,2160
1845,1735
3033,862
2798,1320
1954,2807
3439,284
1033,1899
4764,2560
2703,2117
2865,2897
1467,2540
5326,2711
4375,1342
5111,1166
2432,2124
2971,3016
4338,3017
4471,246
4949,2602
4592,2813
4604,1811
4019,1512
2595,1017
3943,1712
4956,1566
2133,1957
1388,935
3274,1437
2130,44
1590,2780
4635,1130
2520,244
2362,489
2500,953
1066,2191
2081,1412
2652,696
4306,1613
5118,48
4237,873
1658,2540
4199,2525
4472,2442
2768,919
2859,2801
3089,1465
4502,2789
3124,1862
3427,2056
1156,504
5250,567
2618,369
1091,1544
5061,2739
2477,741
2300,858
2035,924
2278,610
3920,2430
2850,2640
1774,1938
3530,2268
2442,407
2946,2785
2426,267
1122,1862
3434,201
3228,976
1723,1384
5091,901
4941,2548
3250,3042
1596,2864
2405,2752
1605,1216
5205,2331
2304,1782
2516,2954
2558,1553
3682,1879
4348,939
1164,555
3400,2693
1321,1193
1550,2411
1258,2285
5155,479
3590,1915
1662,2624
3625,1240
4358,2230
1635,581
5349,571
1766,2816
1394,113
881,1281
3451,2298
4310,2717
4100,2387
4402,1645
4959,2731
4114,523
4078,96
3065,3011
1877,2021
3357,2297
3298,727
3479,2586
3549,2415
2716,1404
3082,389
1131,2781
2307,912
3768,834
1849,56
2498,1875
4138,812
3852,2730
3643,2465
4480,349
2228,1074
2318,2816
2377,653
2442,364
3304,2697
1871,1162
1464,2474
2035,991
1686,2825
4701,1946
3389,766
2519,2984
2740,1623
3004,609
1934,2619
1567,2588
4112,2496
1120,123
4990,1927
3793,3088
3579,2766
3187,1515
1178,2339
3573,1772
1183,694
4129,2836
3203,1788
3757,710
2569,725
3111,1717
1963,1139
4923,1138
3910,1348
4323,720
3223,912
2417,1968
3057,2944
3673,2762
1800,377
2023,885
1778,1111
1861,2784
3130,2768
740,140
1810,3171
2147,2918
1191,1664
4638,2213
1659,1703
3215,2680
3646,1488
3415,2857
1510,2922
2745,1675
2716,1342
3282,538
4003,2377
5336,2770
2773,2781
5239,1688
1773,2860
3178,1441
1875,1937
1417,1165
1901,525
1603,2905
1119,2667
1288,2536
3769,2802
2460,2417
2842,1692
3476,2539
2045,2804
1129,1950
1578,1854
5314,2480
3841,2596
921,859
1261,3132
726,26
1357,3159
2858,1901
886,587
3287,610
4560,1450
2877,1115
2037,2723
2909,486
2643,2372
2897,1321
4273,2363
1932,2602
1386,1712
3477,1653
4391,435
4875,618
3951,2825
3766,761
913,48
3650,1598
1226,1100
4891,3001
4652,2397
2940,1755
1392,976
3909,258
2927,1572
2546,498
1114,2632
4614,847
891,738
1679,2738
1564,1712
2791,3005
1579,972
915,821
1642,2454
2612,271
5319,2539
1446,3220
3749,627
1770,1859
5213,134
2193,667
4314,596
3003,573
1407,1919
2494,19
5395,1267
4779,1708
4042,1752
3719,308
5143,2701
2368,583
5010,1048
1219,2702
5211,1247
5158,1718
2092,2378
5338,463
2351,3117
2438,2161
2123,13
1409,1980
4185,2372
2455,1405
4565,254
1358,672
4363,1161
4240,1958
1174,607
4611,794
3353,343
2369,1499
3996,2301
2106,2501
4383,1390
2747,1719
3741,538
1744,2490
2057,3004
1777,2911
1550,3295
880,517
4068,2009
1886,2096
1607,2974
2289,1619
4578,1652
1283,802
1773,2840
3944,801
1361,1508
1574,1805
3537,1324
1129,1103
801,648
2218,78
2387,793
3454,2344
1480,90
4501,1767
2969,1083
2204,2595
2007,766
3685,2916
3506,1019
2090,1480
1419,2894
3148,2028
2761,2697
1094,805
2016,809
5428,1721
3459,1466
2819,491
3721,1296
1041,1922
3386,1676
3829,446
2270,536
1648,741
3559,2507
1442,3156
4235,2866
4780,2751
3094,543
3714,229
2738,2444
3210,775
4682,2726
1726,1463
1302,1812
1259,2248
2731,2384
2351,455
3165,3096
3527,1242
4522,2983
1848,14
2527,308
3540,290
5357,748
1757,917
3749,2648
2975,271
1757,49
2659,732
1064,546
2686,1868
1350,1469
1017,1741
828,123
4685,2768
2900,1352
1015,49
4739,64
4278,2395
2395,1759
1270,1531
1227,1952
1234,1184
3509,1970
4307,1669
1580,2681
4375,236
4180,198
2257,2200
2365,1456
2523,2130
2984,3093
4365,1220
2082,1367
5266,656
5054,423
2028,2631
1474,40
3138,1912
4388,1529
3839,1583
3933,483
4016,2519
3240,2962
2475,2537
5429,1774
1196,3349
3846,596
2597,1930
4207,2575
4197,1511
3570,2652
4251,948
3262,335
1263,620
3942,2748
4673,1617
3020,734
5034,116
1917,1540
5239,2727
2596,2858
1000,799
2293,1712
4600,1875
4540,2223
3666,666
3409,1915
931,157
3875,2977
1748,1742
3664,1686
1070,3089
1060,1228
5339,2809
1929,789
1177,638
3929,2570
2206,1710
5343,1803
4611,1957
2962,1030
3218,857
3629,1364
2943,2718
1027,967
3184,469
1947,986
4732,1088
4868,1658
3496,1875
1956,2847
2916,2414
3173,2286
3279,487
2845,1732
1401,1875
2896,1270
5054,405
4932,90
4680,1766
2869,1040
1182,3243
1844,2655
1970,2075
4810,2167
1051,2043
940,1082
3998,192
5435,1870
2116,2562
1058,479
1703,2986
3513,2047
3295,687
2882,3032
1868,2889
3181,2388
1374,3349
3408,937
3021,2631
4115,2600
2310,35
860,1124
3776,892
4834,2371
2075,3128
1958,1094
3798,1175
3281,2486
5225,214
3379,1576
5052,1639
3848,2668
5331,2744
4872,1730
1628,480
2434,316
4288,326
4036,665
3330,2906
1223,1078
4184,237
1188,1585
3377,1520
5046,333
4186,1355
1404,2750
3992,2342
2112,788
3774,2883
3147,2980
3119,2650
2715,373
2512,2035
4878,2837
3929,1545
3985,102
5250,2783
4307,2697
2171,1324
1813,3258
3047,2858
3621,1272
4205,464
2335,250
4331,2901
3152,2059
3086,1492
4015,344
3636,2423
1634,620
2830,1633
5218,1447
1163,3083
3218,1836
3849,1688
3161,1313
2563,1603
4332,764
1863,2810
3412,2808
3011,1577
1596,1999
4091,184
1929,1715
3492,1856
4173,137
4583,445
2535,406
2220,2802
4740,28
3553,2470
1929,2510
3195,1640
3451,426
3180,2356
5413,2649
2029,1794
2684,2825
3873,2919
2312,1882
3858,789
5216,100
2844,2705
3548,1442
4030,580
2255,399
4933,1294
5228,2498
2216,1814
3003,2490
3195,1582
1830,721
2308,2756
2842,740
3361,1392
3837,2566
3958,1818
1262,3103
4876,1774
2904,1409
1154,1324
2076,441
1384,2597
3106,1596
1974,385
1443,610
1704,2125
3372,580
1516,2966
4796,820
3335,167
5404,2552
3115,817
2937,1732
1103,1667
2502,2006
1317,2802
4186,1312
5099,2266
4000,315
4293,424
4844,1398
2884,251
1587,1915
4125,668
4249,3055
1575,74
1693,1196
5304,1326
