meioX,meioY
5254,79
4646,194
2017,462
1311,159
4121,584
170,301
2380,411
4127,151
4643,803
1501,527
3695,579
1757,423
4208,189
5247,107
4288,757
4461,436
5071,570
84,909
2904,793
3513,295
2720,543
1399,163
4211,254
4734,268
3170,782
2023,191
1758,908
3596,576
1757,113
3340,355
2721,357
254,630
2806,34
2018,637
3248,512
2203,390
3431,577
1581,558
2289,318
5419,268
2464,300
5417,460
168,768
4908,490
3773,177
1494,643
4285,297
3246,798
444,73
2806,145
2800,790
2633,149
4295,460
5591,372
3072,141
3774,43
4376,878
438,555
3248,726
5507,767
2462,771
342,404
3513,558
5590,795
2629,747
3167,632
2726,151
4548,178
1580,714
2375,523
5074,337
3686,390
259,763
3252,63
2370,664
5158,763
1668,562
4460,531
2019,90
4549,841
4461,729
693,411
1766,226
3509,809
1133,858
5163,696
1396,267
523,85
2630,507
2986,915
1583,756
695,435
1755,714
2727,95
3342,403
4905,408
172,135
1046,137
4371,219
2013,244
4821,513
1132,270
2017,795
604,349
341,717
1581,803
2373,638
521,422
2198,580
4291,587
5419,398
5506,861
605,560
1308,320
4734,593
3776,455
2285,194
3772,794
3244,420
3864,83
3864,319
3862,394
2100,625
2901,470
2466,446
3596,787
4033,896
4374,274
956,235
3510,602
1761,621
870,370
3422,648
167,844
872,198
611,500
4209,47
4907,768
1317,90
4550,379
1048,344
3080,87
1837,77
2636,279
3435,86
4291,707
5326,581
4372,256
3333,751
785,335
1226,577
2020,64
5076,518
1582,106
2374,105
5162,390
1224,828
163,714
2548,224
5504,586
429,639
5595,730
4286,923
955,140
5422,94
5333,185
3424,205
3772,841
1050,752
1136,310
3510,684
2463,805
5163,226
784,461
2805,592
2808,403
4458,550
1135,133
5327,854
1496,82
4377,774
2548,394
2719,715
2723,500
4644,606
1314,697
169,415
867,572
1041,796
4910,267
167,787
3944,304
1130,482
1671,628
2544,750
4461,778
2903,694
4549,611
790,493
1582,469
5162,539
957,884
5074,680
80,287
4903,587
1838,745
4729,319
1927,87
788,428
1221,550
431,853
4989,720
1314,273
4290,379
2011,843
606,765
1931,867
3773,536
436,488
5421,189
1313,60
1043,410
3336,188
3685,155
3512,429
1493,706
4294,268
434,588
606,689
4647,491
2463,521
1754,362
4033,165
4038,217
5331,874
166,448
2902,577
3772,593
4820,643
2205,469
4374,481
4371,538
1928,716
2206,525
1579,909
5249,214
1394,780
521,120
5071,751
4990,623
2898,250
2806,332
3166,341
3424,684
1836,454
4989,666
3427,48
2718,574
5163,608
4990,749
5333,395
5160,881
4290,608
2728,118
1581,661
3951,35
1585,173
607,721
1495,861
4823,479
4991,824
2102,429
1310,360
1046,537
1499,831
4988,186
4557,748
3773,353
1672,407
5156,913
4456,628
4552,781
2805,634
1399,849
4210,304
1497,118
4032,851
4373,87
4463,511
2291,441
1843,291
4818,335
437,341
4641,842
4820,859
787,799
2282,759
3597,600
1399,124
3948,478
2545,159
336,919
3333,788
3603,902
3861,426
3246,753
4210,282
693,806
4641,397
4459,147
4037,86
4641,665
1500,603
784,378
2372,800
3866,353
1667,511
608,223
871,510
4033,365
5419,852
4118,886
607,160
3775,373
3163,216
3423,338
5070,318
4033,801
2204,152
2373,877
348,798
5503,468
2541,573
3942,606
1501,216
1925,437
2985,192
4120,506
4553,911
528,741
1838,212
4906,862
789,841
4122,267
1045,591
3683,132
4820,381
2097,811
2469,606
4731,342
1496,379
4123,344
4551,706
3422,438
1674,270
3423,481
4647,34
3252,214
2634,374
1841,877
1310,513
2540,463
960,705
610,540
1762,690
3248,441
3596,535
872,342
3602,658
691,842
4287,682
1665,594
3682,797
4124,96
3429,545
3774,316
167,568
958,428
4820,450
3164,143
2202,716
4202,859
4462,221
3079,903
4732,858
3774,230
695,127
5331,732
1046,199
3330,890
1492,901
4987,387
3252,291
958,487
3945,840
2902,770
85,806
3340,266
4822,836
3772,195
174,158
2203,81
1223,861
2802,696
4823,173
2102,167
429,666
3605,469
5070,250
3337,542
5502,429
1313,669
2808,77
4730,531
3776,707
82,552
5076,69
5161,82
3774,497
4031,449
342,777
5159,658
1135,628
4988,226
5419,117
1925,504
5157,863
4902,226
1133,400
2099,455
693,581
1497,552
4989,490
3505,463
79,653
4646,283
3334,497
1395,870
5323,329
4821,294
1130,724
4124,851
3946,801
2721,806
3422,709
1049,105
2906,119
3244,836
1577,831
5248,492
1136,87
250,562
5247,458
1393,206
964,823
5248,678
1042,262
341,220
3423,600
3427,187
4906,523
4029,647
960,727
436,246
3772,300
2904,551
5249,337
4904,633
700,864
4289,795
2631,627
3341,383
1581,857
1674,234
343,521
3079,598
3422,813
5328,804
3601,717
2983,261
5074,813
2284,508
5075,208
4204,578
4552,91
2634,476
2202,779
3338,708
4989,288
4643,869
4987,325
2806,179
4641,434
3073,232
1396,35
2802,422
4204,507
696,735
4822,879
4127,217
3251,462
4205,385
5508,154
5247,548
3339,132
5586,827
2543,64
3167,597
4030,569
2379,271
522,635
3075,456
5416,507
3862,841
1928,596
5328,541
2097,517
613,67
1227,386
2992,773
1930,292
2722,228
5163,582
3424,162
2902,814
873,878
3075,642
165,627
2903,321
3425,380
3336,212
4290,543
696,393
1047,924
5588,660
4819,89
3338,67
3339,299
85,220
4376,846
80,509
2466,110
5159,181
1395,471
872,420
2627,894
1131,578
2546,97
2901,285
2796,831
4119,427
2468,423
4984,69
2724,76
4731,363
2988,425
3603,255
1928,673
348,360
1931,892
1395,813
3862,262
2629,771
5504,379
1400,630
3863,178
253,659
167,872
2016,721
2205,626
3601,135
5505,406
4903,31
1309,601
1582,190
1314,129
2098,326
2205,277
3075,578
433,734
521,149
3335,470
3944,203
2806,769
253,851
1135,333
2019,158
2290,874
4904,446
341,577
1931,255
2103,754
1930,739
250,794
2542,490
3073,665
2714,904
3773,624
963,767
4906,357
5249,240
3161,272
4291,150
1583,338
5248,265
605,896
5070,848
3602,430
255,463
2013,426
5417,661
3950,559
82,451
1840,259
2906,928
5244,815
259,208
4205,801
4644,150
3864,240
1495,333
2904,199
3605,171
872,600
3079,778
695,239
4733,53
3687,618
1666,786
3686,354
874,402
4464,870
2633,176
1581,405
3861,287
1398,494
957,81
4555,111
1842,423
2986,819
2810,279
1839,403
962,792
434,401
259,116
2986,220
346,304
3940,861
2537,809
5508,318
1667,748
4289,647
3334,846
611,290
163,904
2901,522
4732,298
1663,861
4290,198
1311,576
3075,162
3776,658
170,346
787,564
172,209
4553,269
698,148
1311,776
2905,730
4461,392
4034,409
5154,804
3073,253
4288,872
4464,596
695,493
2538,639
2466,238
4550,534
694,297
3250,580
4292,519
347,193
1130,785
3507,726
958,841
1399,318
1398,645
3860,618
1395,718
4115,557
5508,790
4117,71
3246,147
4459,667
1840,667
1496,415
5415,810
3253,173
2102,148
1497,682
5420,618
343,426
519,576
342,671
255,488
433,381
2722,307
3504,887
340,442
4549,862
4371,328
3945,745
2101,207
2284,563
4547,427
2104,124
2206,543
525,323
2102,767
2375,339
5507,679
4731,893
5075,154
523,803
2377,209
5504,704
1758,169
1924,769
522,453
5245,574
1666,692
1043,819
163,101
2633,455
3248,374
2716,458
1670,648
2375,232
5421,596
3945,425
960,343
1841,568
1841,346
871,533
693,340
5069,889
3074,206
3508,353
4908,141
4465,83
4986,913
1136,159
3510,164
3685,720
877,733
354,169
2725,403
2550,138
4818,788
4985,590
2293,385
5160,317
962,586
3162,841
5158,290
4376,921
1839,130
694,675
3602,342
4642,713
433,905
3251,549
1043,850
2099,879
696,170
2804,518
1313,560
1581,215
2990,864
4988,411
3160,461
254,163
1842,112
3162,502
3774,862
5504,828
4460,358
780,101
2805,860
4733,184
2983,317
4733,813
2018,659
166,659
79,677
1223,268
958,288
1929,386
5594,254
4374,184
518,908
694,769
695,544
2016,336
3073,307
3597,95
5413,429
2635,74
1674,212
5252,904
1761,268
523,379
2025,225
1494,182
5244,881
5508,615
3866,757
4123,198
2716,858
430,224
1929,233
784,155
3936,886
254,730
1585,235
1670,362
3076,334
340,693
4461,249
4041,732
3684,196
1043,464
4207,615
1310,845
4907,729
5160,511
4642,521
3858,681
1221,93
790,887
5595,172
