meioX,meioY
1106,43
4856,123
4334,864
4773,546
4774,52
2583,404
401,673
5371,574
4943,223
3733,211
1103,796
4080,437
314,877
2323,834
314,921
4767,752
4769,100
5207,794
4420,899
2673,875
2585,612
4851,589
5373,197
310,849
1194,69
5548,534
5027,792
4942,481
4424,584
5289,283
5032,564
3461,257
1896,20
3118,503
5031,253
139,878
2853,625
1103,722
3989,527
4592,775
2675,76
4677,124
5544,691
841,88
3992,494
661,513
4333,654
661,251
5286,58
5378,92
5113,251
3560,317
4944,512
5030,481
4335,607
1803,500
4853,545
757,905
5291,115
2675,625
2415,94
5549,269
5465,544
2063,255
1021,914
5199,251
312,90
4079,85
2321,390
5025,143
3462,434
1546,171
5116,512
5203,226
1986,82
5028,701
931,464
4597,549
4421,471
4771,705
1185,834
663,755
1278,127
1363,225
1022,788
2327,901
496,583
4849,813
4771,296
841,481
3371,692
5553,330
1103,509
3200,432
4770,433
5030,182
2236,579
5113,78
5112,389
140,82
3561,96
4246,499
3198,889
4941,655
5029,722
5026,390
576,760
1720,308
4245,139
758,566
1631,846
491,141
3900,115
4857,71
3457,393
4509,376
2586,837
1458,161
1363,599
487,839
3200,365
927,775
763,201
5291,569
1804,780
5206,97
762,114
1980,190
840,64
2583,537
3989,59
4245,794
930,334
2499,159
313,231
4334,288
5204,894
933,696
5203,287
3375,342
4253,456
1101,421
4681,391
5551,72
5199,531
4505,334
757,255
5202,172
1628,581
5116,539
2065,496
3987,151
4593,576
4082,595
842,913
5028,906
1458,486
1279,720
2677,454
4853,488
2757,205
1804,116
312,335
312,145
5464,479
3028,201
5118,175
930,201
1101,476
1104,583
2326,471
1460,605
1104,367
1807,159
1278,87
5028,291
2238,287
3736,628
5468,659
309,570
3991,315
400,441
2327,418
1545,402
4080,676
4167,559
2414,414
844,847
2236,644
2497,72
2152,365
759,472
4508,852
2236,344
1892,370
4592,797
3559,700
3460,726
313,736
3642,336
4331,747
2672,417
2151,131
5285,737
52,214
930,237
759,377
4078,321
3733,71
4679,315
5549,604
3989,334
3208,63
5203,625
4854,199
2415,174
4424,155
2233,471
2588,272
4594,523
2672,483
2324,149
3455,637
2497,863
4943,250
4681,236
2240,670
5552,429
1803,305
1361,169
5028,366
1457,373
4507,921
5201,504
4593,625
3821,883
3558,795
2583,164
4162,171
1282,147
4939,703
1187,615
1631,877
660,329
5374,253
1280,246
4770,678
399,263
5290,542
2410,471
1715,271
4079,163
4333,841
5112,448
3992,413
4330,477
3643,582
1462,626
1978,759
5377,121
3644,231
2241,785
3901,350
2153,838
4334,800
1458,298
4419,391
1192,264
4685,191
840,776
5290,502
314,168
1892,97
4425,265
4939,442
4165,597
3286,548
1363,551
3026,637
4419,75
3031,75
4768,158
137,564
761,139
1367,468
5547,719
1020,526
3371,828
4850,282
1455,870
4507,135
5286,436
5289,382
5285,328
3558,365
3029,880
2326,807
579,862
1022,680
1891,921
4593,722
664,82
4769,465
4679,144
3374,890
4681,705
3564,479
5466,592
1980,468
5467,748
3373,729
3646,523
1281,850
1807,252
3645,112
3117,870
4424,297
3819,582
844,671
135,541
4166,78
4595,129
4081,183
3644,91
2938,267
4507,794
4335,315
5111,140
2323,325
659,885
2064,114
3200,759
1891,780
3904,611
577,139
1187,719
3818,281
2677,224
2756,250
1104,663
1894,468
2495,929
5201,549
4856,517
1191,384
4248,666
2072,37
2863,179
841,131
658,407
4252,725
5374,348
2758,138
1014,428
4944,412
4599,49
1189,916
2410,352
2759,536
3733,483
225,776
5464,700
3117,587
2498,28
5206,339
4078,496
2410,331
4078,413
4165,792
2671,803
3288,86
51,533
2155,294
1458,539
4078,218
3458,179
1018,707
2238,531
1280,323
4161,368
1366,719
3643,71
138,290
4943,103
5208,484
4074,249
5550,672
5116,333
762,777
3462,57
5288,139
1806,573
1455,689
4772,580
5123,153
5027,641
4767,499
3282,777
4682,515
2939,725
3647,443
4853,879
1361,365
3904,635
5116,197
3464,142
4593,110
3200,150
1629,770
4164,102
3560,738
2412,927
5286,237
2672,572
5291,83
1020,160
584,407
5549,194
5549,296
3116,360
4593,220
1272,555
762,503
2857,839
2325,293
3283,502
318,683
662,44
4080,550
312,298
839,558
3899,291
3561,682
3197,479
3820,848
55,242
1103,281
228,639
1631,320
4515,398
4511,308
2151,531
2323,576
4768,879
1540,282
1461,389
2151,878
5470,810
315,524
4939,139
1544,563
54,260
2416,567
5377,714
1636,474
1194,172
3461,237
1365,744
3821,787
1803,877
3818,656
5372,639
5201,450
5029,458
3643,277
52,459
4684,351
55,599
1544,237
136,605
2760,564
842,751
3375,712
2235,393
1892,228
2499,598
3028,282
56,163
2241,163
5116,362
5290,906
5026,850
225,615
3023,370
3989,745
3372,802
3902,908
3820,676
4336,196
3030,733
658,384
3642,875
2151,397
1021,759
3823,200
1021,616
4509,96
932,491
1017,144
1362,60
2325,709
1187,870
1976,784
4943,627
400,611
1279,523
3825,476
1096,906
4249,771
137,209
4769,663
3460,528
4856,28
1891,244
226,166
1802,710
1018,741
1626,307
575,53
58,731
2151,576
1717,810
3648,614
1363,284
759,549
401,74
2856,370
1368,419
4599,392
2586,761
56,138
4335,138
660,855
1715,477
1020,651
5196,376
4947,910
2064,780
3202,180
5203,650
2409,69
2496,483
3825,89
3987,247
1546,535
2855,287
4942,547
5113,286
4163,482
2758,809
3643,500
53,512
139,315
1457,562
2674,519
316,502
3645,403
577,433
845,421
1895,658
573,553
4422,764
5029,227
4165,252
931,445
4771,332
1891,158
1632,109
4942,384
2062,92
3992,222
2406,769
2417,131
3988,772
660,735
2942,592
665,178
3734,90
1720,751
4423,809
4511,592
4251,227
757,663
2590,107
405,744
757,820
3287,643
4598,332
3033,502
1020,879
2154,171
2854,713
5463,457
1892,141
3902,213
929,174
3821,381
5373,770
5284,657
3457,838
846,344
665,64
1890,263
3732,723
3729,891
4595,875
575,385
1101,333
2760,281
3026,822
4250,476
1719,93
3200,622
4161,463
4160,447
4596,182
3737,596
658,691
574,341
3458,653
403,120
3652,211
2942,496
2497,569
2237,603
5550,872
4333,155
4508,758
4946,737
1628,503
5549,253
52,661
2326,78
4335,429
3286,738
1542,377
3200,221
3287,158
1628,745
2410,242
4942,275
1891,184
3461,683
3906,803
5116,907
574,367
226,148
4077,121
5205,851
660,98
1803,606
3374,102
2755,315
140,364
4422,331
1016,504
4242,100
3732,329
3457,856
931,595
488,703
2855,664
1980,429
4164,126
223,190
491,375
660,150
4167,823
3117,388
577,191
2150,606
1458,519
3556,384
3200,681
4592,671
4772,218
2064,700
493,630
1805,419
932,295
2855,316
3030,543
4589,262
3641,425
2154,483
229,674
3988,96
930,89
2674,733
1190,777
1281,485
3375,570
3116,188
4855,415
3561,629
3734,803
2937,424
2757,496
