meioX,meioY
138,590
1796,660
1360,337
1018,900
2411,732
2320,665
1185,850
2324,125
5111,731
756,919
1629,786
2407,392
1713,856
4507,210
3901,53
2670,723
3282,416
3114,561
3725,190
3547,651
1628,167
1628,405
50,198
928,750
3369,530
3723,380
5202,524
653,107
3023,830
4330,401
1019,763
4676,178
395,108
933,494
4853,334
139,680
4417,684
5549,707
393,138
2851,465
2410,911
52,622
839,238
1712,66
843,97
758,650
4676,783
1975,198
5288,555
4941,96
929,597
3109,785
1362,777
3118,343
5285,81
3813,524
1799,880
5367,327
2055,426
1094,156
2495,393
4333,146
480,463
5287,720
1977,355
5200,84
2235,777
3368,393
4507,508
53,899
4508,141
1710,726
4675,604
3192,677
391,898
2152,882
2237,61
5199,350
5199,155
929,190
307,439
481,902
5108,315
2054,818
1271,486
838,123
5464,143
2058,91
5551,135
2148,277
651,445
2853,895
1624,434
5377,178
566,204
3027,668
4506,584
5372,509
224,912
2325,349
3810,585
4076,428
2056,539
3813,663
4590,699
5106,781
2233,697
5112,385
3194,118
930,793
1016,155
4167,899
3725,603
1355,669
225,149
4080,466
1014,608
3188,728
1977,622
3643,296
224,116
3192,529
311,912
1357,844
2150,224
4504,628
1977,225
3193,697
4166,161
315,586
3455,82
4244,789
5194,611
3275,738
3813,470
754,260
4683,369
3366,886
1453,101
1013,267
2238,608
4765,123
1181,701
4938,385
1625,462
929,441
1270,697
392,584
754,851
2494,528
3903,669
5020,748
2756,265
4424,944
51,92
1270,399
2850,542
1715,634
753,624
4165,382
2498,827
1882,798
1012,227
657,796
4852,35
5288,635
4767,219
3370,64
3908,253
3446,782
2582,467
1712,803
2407,614
398,55
2675,794
395,628
1715,177
1969,864
4588,232
1186,794
2584,732
479,604
844,732
4681,893
3372,349
1537,145
1802,157
1711,475
574,401
1358,195
5548,771
3902,760
1091,442
2320,492
1183,542
5195,475
3638,739
5022,196
5286,473
1626,564
3284,356
2580,147
3022,390
1093,715
3817,60
1454,763
1796,288
2670,216
930,562
5199,718
1454,896
572,531
5110,257
5109,495
1359,283
5545,668
2236,187
1539,731
4855,720
3282,591
3279,387
1880,333
1800,439
1970,515
1183,94
5201,261
3551,804
4766,506
1623,685
4242,409
5376,203
5541,523
313,837
4673,497
4851,132
2324,589
5285,797
139,756
2060,370
1623,249
5113,662
3194,152
2318,204
3903,599
4244,275
2064,233
1973,718
2146,173
758,296
5115,224
1887,497
1357,465
5109,114
4591,518
4507,823
2750,702
