meioX,meioY
929,798
1884,123
2758,161
1626,136
1454,509
1625,215
2759,601
2145,139
2319,764
653,384
2500,859
1976,758
309,796
2930,866
3187,204
3107,79
2846,820
2239,646
1791,360
3188,385
390,724
1017,167
4849,188
3369,247
5201,287
2583,575
3108,375
305,644
2410,74
4853,880
2409,326
4675,217
2846,603
836,708
1973,312
3913,739
4087,885
480,426
5111,311
2054,390
4244,400
4585,316
3448,885
4590,811
3276,915
3189,664
3106,406
2322,478
1535,761
4085,235
4586,83
2053,329
129,245
4849,836
5376,333
3107,712
930,299
4672,552
3723,754
4674,116
5022,189
2057,762
4759,87
649,780
1886,708
1191,891
647,873
4851,253
2753,93
1622,361
136,137
5110,105
2754,201
5199,333
5549,167
3273,385
5544,402
4325,783
1450,163
2931,808
5373,87
1618,647
2148,255
2150,720
3546,281
2847,757
1092,83
5196,183
4762,208
4672,242
1798,211
2494,83
3637,582
1971,148
1008,339
5377,173
3810,421
4590,396
4172,707
4509,395
4326,346
51,633
3184,282
754,81
2062,287
3187,138
1358,708
4329,486
2323,550
1454,819
3450,338
4845,598
1453,748
3996,511
927,715
2670,351
4850,717
2495,816
3019,170
49,132
1278,461
1448,242
749,290
2673,447
1098,501
4587,649
3632,108
1709,891
3451,529
2411,779
3019,438
4239,718
1093,409
4419,544
2499,113
5200,558
3369,348
3639,824
4084,139
2324,424
4499,746
2053,864
753,583
2239,777
4418,504
390,918
5547,278
3109,787
1097,761
4169,75
5377,734
2936,201
394,584
4502,596
2056,128
1882,580
1447,708
4852,293
3014,687
1360,158
2150,183
2846,121
4938,587
2150,908
1885,674
928,763
3722,701
47,392
1188,186
224,570
308,193
3725,819
2845,155
4327,850
4167,368
2758,433
3812,471
4415,147
3367,647
391,668
3631,668
3548,256
1185,445
1268,818
3193,890
4502,349
393,793
4677,430
5020,228
1276,614
5107,743
1010,777
4415,716
1359,796
4168,812
1100,246
4671,173
2674,74
2325,886
4760,402
48,437
1976,287
757,909
757,792
5290,879
5194,244
2498,596
1357,103
3996,178
2842,456
3551,820
5200,151
5104,782
387,344
1798,828
3550,686
3549,778
4586,603
1278,503
4852,685
1362,277
2148,313
2757,524
923,664
4415,209
2678,594
1528,899
45,770
5196,648
1536,646
1539,116
1096,531
2755,497
5462,309
2408,117
3721,232
2052,709
925,904
1180,678
1885,79
4503,207
2933,702
1186,525
1625,249
3808,193
4330,296
3366,569
1622,747
752,857
841,591
3809,142
2408,406
3723,162
2843,656
1011,304
1538,874
1710,103
5202,452
2148,225
307,624
566,856
133,918
1095,316
1095,296
2578,847
5288,672
3021,85
3910,598
4000,268
2673,199
1011,413
4416,876
2060,658
3909,651
3635,617
3454,510
393,311
2320,299
4586,147
5111,222
2756,116
2937,315
50,104
653,121
51,855
4766,437
835,568
5197,690
3017,490
920,685
3811,334
5377,920
5375,207
394,111
5203,204
4244,602
1708,510
4764,825
2673,697
222,843
3453,713
1449,773
2846,537
219,609
5288,223
5291,731
4934,660
1624,112
4419,751
1884,427
222,630
4584,377
1534,812
3104,329
750,882
3025,543
651,517
3906,852
1795,739
390,882
3809,276
2150,523
5548,463
1357,427
2847,913
1095,62
3276,622
4001,374
5618,143
3368,477
3281,191
5200,832
3019,638
1266,709
1619,88
4248,848
2408,733
2496,512
2849,282
5459,459
2233,849
2407,211
1447,568
2586,230
307,285
1352,223
4240,698
1450,904
2407,454
4415,393
3021,301
1181,714
4940,388
5460,501
649,718
2671,861
2235,587
2928,486
4763,341
2584,249
