meioX,meioY
434,641
5421,140
3770,729
4034,859
5585,391
1488,870
1396,587
3774,493
872,832
517,558
2717,434
606,187
605,551
517,663
4643,487
2285,383
1217,147
3947,184
4290,791
1219,502
1392,480
162,740
5069,133
3235,546
1660,608
3856,647
4120,341
3078,706
963,159
2368,583
3323,882
5413,91
4205,279
2369,485
3080,480
3772,383
5590,197
2800,104
2901,524
336,439
1308,338
4127,130
3075,606
5411,811
2626,559
5408,708
75,394
1823,303
2460,854
5156,673
2194,156
2542,829
5155,605
4982,654
3772,564
1826,236
3323,417
1919,113
3325,247
4038,165
3859,558
1573,611
5589,824
3687,735
1490,315
5154,851
2719,150
4819,234
4904,76
2007,135
4208,206
5246,221
2628,297
5414,433
3944,68
426,485
4636,699
1827,445
2368,248
2285,235
2988,76
4465,286
4125,81
3598,346
2282,530
4204,485
4292,548
3686,264
2196,70
5590,908
3165,823
4810,97
3165,117
2990,265
4819,684
5243,108
5153,788
3239,643
1129,328
3074,282
5154,208
3327,136
166,72
1660,731
340,272
3686,358
1051,753
4981,853
3324,460
2990,469
2539,889
2802,426
3328,642
254,304
4123,473
4374,130
3497,869
2004,533
4634,81
1490,557
4123,371
3414,406
2910,572
3600,171
5326,663
3687,572
2988,649
165,661
2901,949
4288,405
964,84
4460,413
603,144
339,705
4375,552
5413,360
4123,589
2098,703
2992,213
1754,383
343,581
3238,164
2461,262
2538,361
1748,94
2716,590
1573,736
3169,88
340,777
5154,100
5326,455
791,367
433,899
2091,568
1219,326
4034,458
5245,572
5584,617
5414,748
1053,225
5245,871
3079,120
2629,476
965,55
3326,596
4725,576
4982,528
2803,708
3771,843
3242,96
1660,872
2805,507
4545,120
2904,210
3855,750
4639,323
5585,746
5584,575
512,615
2624,591
3416,89
1662,661
4988,112
2799,240
5153,569
1393,143
5413,772
428,255
2718,883
5500,555
4035,826
5414,338
5500,487
3859,168
2988,573
3417,450
2006,256
3326,570
1486,185
4376,449
5503,104
1745,641
4127,112
4814,825
3770,316
2006,767
3078,513
5327,59
428,524
4286,712
1215,92
4291,648
2802,287
1742,860
4208,88
5329,291
4122,177
425,714
4464,592
2379,116
2460,284
5238,434
253,142
4725,794
4123,741
4377,100
3686,527
250,612
3500,152
1569,244
1921,780
2987,903
1130,501
2007,196
3074,348
5504,654
3600,376
4124,555
2280,605
1915,342
4982,289
5244,848
4982,455
4377,212
5590,86
3501,214
341,624
1750,151
5154,646
338,373
3773,212
3411,191
3327,87
2718,380
2283,700
4463,128
335,844
2374,195
1303,388
873,461
2905,243
1133,14
79,619
2370,543
4201,335
