meioX,meioY
329,272
331,150
334,114
2430,777
4965,904
4533,292
3491,465
4014,898
5140,175
5398,908
2872,668
5312,623
1296,256
4619,799
5218,579
3754,145
3839,70
3481,557
4800,878
2516,139
2167,609
1825,132
4104,268
3488,343
3397,701
5485,508
2166,409
5486,636
678,546
2428,442
4271,84
5140,902
3403,623
3397,589
2249,751
3922,210
2085,129
4882,636
942,811
595,54
415,819
4443,523
2956,679
774,254
154,699
3228,802
4882,507
1645,305
156,788
2521,363
1295,46
4711,338
5311,692
1035,308
1122,695
2694,122
2692,471
3581,266
3403,351
771,190
1117,188
2606,399
5053,210
242,523
2690,232
771,728
854,197
4450,139
3487,191
2957,848
3045,375
944,166
3044,780
1293,351
5310,559
4190,465
5226,96
5225,261
4714,483
2346,906
3666,446
3838,437
413,388
325,630
2517,474
2427,903
3748,191
4103,440
1116,238
5311,851
330,772
3314,313
1206,446
1559,371
4712,655
5224,213
5139,131
4717,70
1295,317
70,71
1384,226
1909,481
2694,387
4012,161
3313,133
506,619
2523,68
3836,794
1823,417
5571,624
679,142
3485,663
237,886
3756,254
2340,156
69,648
2521,793
4964,177
5131,802
2519,732
4962,555
680,264
2694,52
3842,664
2692,516
4966,736
3137,105
2780,209
3489,141
2960,385
4270,541
2696,97
242,477
242,416
5309,668
3314,100
4889,61
3314,492
5135,761
2167,329
4619,668
1824,396
3585,366
1122,828
1733,610
2780,571
1384,836
3931,722
422,873
5223,525
2423,619
5217,382
1383,140
4529,775
777,765
771,901
152,880
2169,79
674,413
1821,636
1299,130
3575,803
2430,730
245,244
3927,168
2167,235
3044,579
2248,94
505,367
1821,722
1380,505
595,870
4358,822
4359,722
509,760
5044,744
1823,217
2605,311
4354,768
1294,773
4019,784
5139,82
1648,112
1997,634
3660,92
4271,841
3580,405
1909,366
244,612
1207,782
593,367
66,692
1558,178
5486,177
1293,831
1733,771
5399,803
858,661
854,342
4799,508
2168,746
2696,644
2780,741
3403,314
244,858
3137,558
3309,622
328,487
5222,728
417,696
157,436
1642,590
3307,81
767,364
1031,464
1908,624
1560,229
1998,757
1118,635
4355,558
2868,248
164,185
3486,594
2085,328
2515,633
4710,621
2519,451
151,657
4187,228
3399,227
3310,579
5311,432
2952,550
5566,63
5481,256
2343,103
4713,531
504,513
2692,572
946,236
243,109
3229,698
508,911
2170,816
3583,903
3837,904
3400,387
5571,593
1560,824
2874,857
2082,613
4883,738
2085,175
1125,54
2692,315
1555,722
3582,530
4529,605
4883,150
3923,758
5397,454
5398,143
5483,326
1911,100
1119,308
4883,199
950,374
4186,422
2691,267
3841,491
5134,719
1033,542
2605,162
772,600
2868,546
4876,791
4964,713
860,882
1909,743
1816,791
4448,827
772,670
2872,750
1297,375
1116,558
3134,518
5310,104
853,578
5053,414
678,196
2247,72
1731,438
2778,674
855,101
2780,832
2959,778
2777,495
3579,730
1204,720
4189,516
1645,776
1913,167
4961,69
3757,715
3040,656
4802,627
3663,698
2873,509
770,526
3577,118
4615,705
1122,729
5394,612
2165,464
1823,472
4444,317
1294,434
682,694
3929,145
2339,599
1383,592
418,355
4882,712
3046,607
1996,490
2781,417
4964,101
1121,521
1822,78
4885,656
3310,786
2781,548
4958,784
1385,103
3482,850
502,341
854,444
3399,792
3756,216
332,678
4961,375
4792,691
3314,340
240,747
2084,233
2168,700
1998,677
5573,827
4015,526
2252,827
2519,389
5311,780
2691,891
4106,670
4712,559
5044,858
1473,870
242,147
679,747
2957,74
3840,717
3665,834
4356,684
1998,593
592,243
681,107
5310,311
1031,145
1646,731
338,183
2778,629
3843,225
2611,713
3928,424
2517,554
2345,509
5567,166
2958,735
3929,264
3579,331
3663,374
158,84
242,173
1471,729
2517,755
2167,849
2251,805
2171,909
4274,210
244,789
3664,785
5574,306
3044,343
2605,776
677,828
770,412
420,65
677,498
4536,193
3840,377
4800,344
1296,475
4621,278
592,308
5219,422
5225,860
1469,366
2698,812
3047,824
5045,451
1559,285
1034,404
4717,900
5226,120
3136,354
3585,168
592,211
4104,815
149,383
3484,717
1475,290
326,911
2081,96
4186,874
4268,907
4883,853
4618,516
5311,413
4443,164
2695,414
1908,590
1644,503
4535,242
4271,640
4621,417
1119,593
2077,681
3404,816
1471,671
4710,454
4101,734
240,78
1821,536
5045,481
1119,425
152,811
4962,412
1477,641
5398,532
2611,797
2251,889
1380,177
4187,310
4357,276
1297,558
4619,597
3479,831
1120,750
3398,149
2002,52
3488,100
240,837
425,773
2776,304
1822,192
5570,125
4190,768
5312,511
3314,845
4624,728
1378,864
773,96
4883,682
4883,359
676,665
2517,501
4438,707
1911,681
422,207
505,643
1999,161
5133,410
5134,494
1729,86
2598,744
4106,766
1557,890
1297,858
417,96
1909,409
3045,876
1034,602
4796,243
773,791
2083,475
4016,132
4794,541
1558,565
3308,393
1031,431
418,427
2251,341
4444,591
5483,97
2780,446
1994,557
1297,715
3402,275
3310,171
943,67
2782,121
773,850
3138,852
940,403
1204,94
2959,611
2875,809
2515,429
4354,257
3925,807
5048,274
2610,449
67,463
2166,517
331,729
4530,527
2085,433
2958,646
413,484
5132,298
4801,576
2428,201
327,211
1206,653
4016,363
1031,693
5482,142
3128,289
944,84
1470,621
3041,83
1571,582
1558,688
3846,843
3395,887
4799,852
1474,466
1822,512
3136,893
5310,209
5486,724
1733,745
859,131
1472,567
5396,372
2871,563
1384,345
3580,233
3134,456
3310,708
1376,546
1732,565
3400,206
858,679
66,446
3479,879
5048,124
5135,679
1820,314
1997,88
2079,833
2249,153
855,159
331,355
591,784
591,604
593,522
3578,81
1293,739
4620,385
4015,57
1910,836
1734,544
4100,328
5221,297
5572,352
1029,238
2250,218
1554,502
2429,542
3755,631
772,78
5394,91
2340,776
4535,574
4963,265
5570,724
4797,426
3485,741
3132,828
4621,246
3314,262
4526,396
1558,411
4529,162
4014,216
5394,163
4621,209
326,371
511,667
5570,646
3665,577
1381,259
1378,627
4704,814
5395,322
1996,900
2429,661
2609,526
1554,634
1030,347
2874,163
1729,306
1556,321
5396,495
5306,354
2000,384
335,861
5485,120
4801,147
2604,561
2875,769
5307,831
1299,504
3311,415
1475,401
4264,732
771,882
4961,637
1732,499
1029,626
2345,580
3395,862
4014,711
505,151
4530,551
4798,315
505,131
4101,845
1468,548
1472,324
1030,807
3396,187
4441,642
3225,520
2871,86
2002,199
1210,177
334,239
152,613
2336,196
3838,196
511,718
5570,496
5132,586
