meioX,meioY
5381,873
2678,61
487,757
5202,591
2766,855
4948,108
2417,795
5116,334
1188,691
3908,462
1017,215
4776,564
1808,429
661,177
3734,34
2331,314
2863,604
3994,81
2675,133
2068,34
662,510
2329,577
4691,875
5295,704
3386,468
2327,156
574,159
2503,581
2505,661
4260,322
491,242
1632,115
141,644
2501,773
2418,20
4431,444
2862,51
4514,618
5298,123
4604,591
3734,690
4080,250
3213,250
2506,40
1551,790
1984,83
141,161
4601,204
2069,866
5462,739
4340,802
2947,753
5294,891
663,243
2593,81
5553,813
1108,503
3826,731
934,826
3563,556
3741,252
3909,194
2070,310
58,787
1546,697
4693,809
3390,681
762,49
2504,793
2942,524
5200,671
1636,782
236,540
1104,200
317,377
2861,861
4943,304
3907,294
1984,337
4865,742
936,48
1635,288
2504,117
5114,249
1103,82
2330,671
5386,700
3566,78
146,322
4167,381
2415,891
4516,678
3122,77
5296,856
761,519
1979,409
2683,699
1805,233
147,374
2951,706
2243,608
317,74
4603,716
665,108
5383,64
5291,374
5114,892
2157,666
3208,34
3389,535
5032,238
4857,436
2414,93
1464,247
4688,309
1015,650
2499,262
5554,133
1021,75
3909,856
3470,492
5202,495
662,817
489,542
4255,147
5473,70
5205,231
320,520
761,233
5469,375
2069,128
4081,316
3995,660
1897,447
663,283
2241,758
3566,413
574,371
3469,207
4524,80
4691,120
765,622
1726,202
2679,208
5206,137
3827,580
4860,169
4170,508
1806,861
4339,565
5383,328
4514,820
5550,895
4080,108
3735,449
5117,632
4432,273
1809,200
2592,744
4777,854
2419,126
2158,861
5203,624
232,484
1460,504
402,591
2070,738
1461,68
5472,685
3302,165
1193,116
4253,618
3739,901
5026,653
4687,684
846,209
1720,252
1016,472
3991,117
3827,668
3304,817
4342,716
2507,476
5030,883
5382,645
3125,350
3034,685
3210,711
1108,597
2157,449
3567,772
3647,587
3994,195
1896,654
2862,737
1462,385
2677,269
4084,700
1459,484
146,890
4429,882
1104,238
320,709
491,180
5204,434
4082,176
4689,602
492,70
5289,222
1020,683
5293,515
487,835
1725,338
1364,206
1108,28
1719,293
1103,559
3991,39
4165,549
4430,508
3992,482
234,619
933,448
4168,264
2949,152
3821,428
1017,137
3122,785
3387,170
3038,634
2326,628
1107,782
3566,627
2943,867
2419,496
1364,156
1807,634
1366,504
4860,300
2068,206
1281,248
4429,216
2327,296
2678,471
4523,209
4776,708
2414,408
143,125
5200,738
1194,650
2592,856
1634,619
141,481
3300,661
1195,837
4256,729
2944,803
2589,209
3471,590
3211,619
5476,19
1366,738
843,657
3298,369
3565,689
3034,857
1635,686
1723,612
580,436
1553,388
1809,526
5294,594
5470,346
1191,792
4524,310
1803,792
4165,702
3212,790
400,111
3823,353
1545,463
1808,265
5206,692
3471,274
3737,866
3122,749
3121,697
3824,555
5115,466
1107,724
576,203
489,399
5199,393
4522,424
5206,279
4165,665
3382,513
4337,757
2243,724
2242,294
3299,57
4597,234
940,468
5296,273
2063,93
2680,810
5557,65
3907,226
3474,425
4606,631
3213,202
1545,266
1189,506
4775,45
1463,108
3995,692
4862,462
1369,444
2417,595
235,763
3030,353
5290,653
1808,176
939,610
230,221
3030,540
1892,169
1635,547
3995,368
3118,143
3825,72
2766,56
1465,155
145,820
5388,243
5379,563
3299,130
4863,21
400,506
489,583
4258,246
936,77
3565,800
5025,119
3301,422
3118,616
4169,146
4432,361
4860,396
1282,678
1719,874
2767,512
5027,715
3563,476
1549,603
3209,444
3474,627
933,708
2766,131
2331,695
2419,326
2152,631
1465,316
1102,351
1021,359
2331,851
1193,269
5557,565
1464,271
570,482
3567,384
760,374
2245,639
1719,590
1983,153
4169,320
319,867
4597,278
5383,287
58,260
3821,618
4777,482
2856,454
3298,456
146,865
3901,501
1362,423
2328,397
3207,581
5024,397
762,595
1633,346
319,104
3822,177
404,542
2502,514
4257,410
142,445
1896,351
3390,576
2860,315
3123,312
3996,443
1810,294
1804,733
402,170
1469,681
3385,795
4861,648
4430,566
