meioX,meioY
775,154
4107,58
2254,165
3136,296
2167,556
5398,730
1915,115
504,137
329,363
4619,532
3408,84
3051,200
1296,272
945,672
1375,287
2000,791
150,92
2085,425
860,216
1124,495
5142,519
4884,397
2521,462
4275,241
418,322
1468,431
2778,217
4365,138
676,456
4444,909
3756,804
4450,77
4105,490
509,573
1557,835
5143,161
953,279
2519,148
3486,417
2525,240
5395,321
155,343
5399,92
3316,241
2519,276
1380,637
1034,720
4879,257
4622,185
3837,747
330,447
676,374
4102,433
3401,766
2784,266
4356,695
4019,729
416,472
3044,294
3846,363
3045,440
3760,178
2341,906
3049,132
1295,529
5313,850
1645,109
773,298
4709,121
4193,717
1204,574
154,160
506,621
4280,299
1471,154
945,324
861,359
2876,227
3316,131
1828,659
1293,73
2696,95
334,733
5569,400
4968,130
948,813
2343,732
3924,118
415,513
2692,361
5400,493
1030,769
330,418
2084,819
3929,399
328,90
4103,701
4621,832
3923,473
3841,609
2780,362
152,125
1031,198
2607,439
778,600
2693,730
5313,117
4714,828
3403,432
4800,238
5311,177
1728,755
684,591
5226,577
2695,457
4447,763
2084,262
4890,733
5399,55
2342,375
2420,431
420,602
4453,633
1818,733
678,155
1644,248
2255,130
3133,343
5138,890
1562,560
4185,82
416,163
1823,295
774,630
1730,462
3492,489
2167,897
2001,557
2171,306
504,270
677,692
1917,589
673,129
676,308
4360,628
503,219
3922,574
3489,214
2695,517
5051,344
1122,242
5483,340
2168,589
4184,438
4540,296
3322,181
3135,604
5309,254
680,843
1732,573
1648,629
3925,890
3315,507
4195,837
1997,742
3044,764
2091,770
4620,786
5395,659
765,440
5138,785
239,898
2874,117
5310,89
1820,535
1557,140
595,621
5221,805
3578,113
2342,531
779,499
1647,739
2080,909
501,185
326,119
3223,886
3759,209
2699,169
856,103
4541,234
1917,282
2255,897
4970,767
2870,340
1121,145
1555,584
4274,409
1036,367
4883,816
2782,622
1296,339
1379,182
945,231
2871,583
2251,708
1916,845
4888,72
3752,446
3402,249
2004,178
588,171
4801,896
4364,90
675,885
5049,135
596,418
3402,198
154,236
2007,81
948,396
1204,481
1914,803
1469,391
507,913
2164,686
4708,63
5050,451
153,513
595,278
4103,100
1643,703
4279,380
4965,901
5311,580
4190,488
1731,341
4623,482
4449,248
3231,176
857,758
5563,887
3581,579
1121,704
4530,574
4190,198
2864,689
67,539
5056,70
3842,495
66,489
950,163
3132,392
585,218
946,875
2085,556
2251,860
2084,603
1916,39
3664,896
3049,586
3041,884
1303,634
2004,500
2339,404
4882,112
2429,812
5484,405
5138,81
2784,600
4962,296
595,354
327,811
3402,305
4272,447
3315,640
4019,680
4969,680
670,57
2086,122
4969,882
1119,170
1731,375
334,170
5051,776
1032,885
4802,395
331,836
421,371
329,881
2610,601
4620,137
240,637
73,102
2252,881
1203,94
1821,416
1567,772
2258,486
5482,295
3665,224
3923,356
5491,442
4622,455
1379,358
775,267
3663,121
1913,187
3674,152
68,729
4445,856
1384,48
4714,650
858,488
4447,188
1380,846
2694,864
2432,49
4452,440
1913,208
2428,173
4795,202
69,147
3493,373
4883,703
947,440
156,642
4186,589
3314,272
3315,597
3668,493
3931,161
1117,63
3761,505
588,866
674,278
3755,631
4617,252
504,360
1377,115
4535,908
331,215
2343,54
1121,331
4795,712
4190,684
328,280
4798,178
4192,309
1471,883
329,783
2167,743
4537,502
5051,754
5229,86
2520,379
4882,886
4620,588
1210,347
591,504
2779,477
1830,393
2338,609
74,426
5390,828
3311,892
3407,273
1730,513
4712,688
160,375
5227,439
3414,172
4272,771
3493,290
4539,662
2867,644
594,331
5227,312
1029,518
1644,835
592,750
4798,876
4541,445
4885,648
588,105
3044,903
3590,257
1380,702
3577,654
3667,400
2778,699
5316,41
5137,860
4538,101
5483,723
4101,869
1213,881
5145,197
5311,468
4885,607
5306,619
3051,381
5393,352
777,399
5050,267
2609,263
4187,239
3581,632
4967,703
2870,523
4445,796
3130,93
2870,495
4706,477
5487,698
2777,134
4270,148
1303,817
3487,132
5307,784
2601,579
152,485
4022,632
3668,286
5054,550
419,804
951,121
3670,474
5305,289
3928,266
1209,212
3135,215
1998,682
3666,778
250,353
4794,59
2165,500
5391,808
5569,217
4962,164
948,896
2086,528
5395,529
1912,729
1640,670
2599,830
3485,586
1385,809
677,867
4275,266
4104,517
3924,287
4185,263
504,828
4706,192
