meioX,meioY
4885,176
4885,589
3319,134
3408,475
4967,416
4016,833
3139,425
3497,116
3759,315
67,766
2695,599
68,676
73,353
4534,220
2787,197
3670,666
2346,315
5489,123
2258,124
1643,748
1913,631
249,530
2879,583
2695,110
4450,603
5051,292
1917,441
1913,839
1918,892
3229,885
3139,348
3232,469
1119,502
4974,898
2260,217
5401,804
5486,645
770,530
945,250
4193,777
4624,341
1476,147
2786,577
4106,613
4965,557
2780,322
771,899
3585,734
157,772
5310,237
153,887
2084,759
331,121
4966,807
1473,344
3842,910
1473,266
3047,434
677,522
3494,365
5311,469
677,725
2612,210
4618,912
595,379
4796,876
2786,423
685,397
4110,501
1037,133
5226,579
5140,485
2093,72
3757,407
2165,677
2876,111
4709,709
1207,551
2087,469
5143,134
4023,332
2610,575
4965,291
2172,552
2879,401
3756,263
2959,82
3842,873
4707,794
328,629
857,508
2526,671
1295,587
423,321
4192,741
1295,435
4108,277
1823,130
1297,749
2782,796
509,905
5483,473
5229,875
4805,331
3409,699
420,716
1480,740
2341,573
2608,274
4534,514
2435,749
4019,76
1557,819
1916,552
4800,269
4622,788
2696,882
3494,508
5057,247
4714,914
1826,627
3323,376
3046,256
595,150
4193,636
2609,396
1736,98
1121,375
509,293
3048,838
4886,908
1823,281
860,214
3585,893
4970,714
1829,775
1652,496
4445,843
3929,553
242,413
677,781
4801,73
243,261
1914,403
3929,851
1558,882
5226,911
591,759
1296,256
3053,283
4536,132
5396,347
773,716
5058,543
4016,760
679,830
2341,794
4359,879
4705,435
4888,515
4368,313
4451,83
3670,287
3486,545
3318,841
2966,213
3230,636
4362,227
4624,451
2091,514
419,227
3233,296
2959,661
1121,562
3491,172
4015,287
2167,860
4104,758
2877,908
2436,181
948,137
4192,261
4105,832
5144,457
592,428
4539,105
3844,747
4883,657
2879,323
2086,218
2254,893
2521,919
3672,593
4189,329
5056,492
1379,609
2782,908
68,797
4968,490
2092,270
857,283
4190,506
2963,602
2611,604
3759,471
2346,347
4883,211
4448,909
3932,752
2878,152
1650,659
591,785
4883,296
3048,162
1296,138
947,865
3671,73
4192,657
75,397
3845,574
5141,239
421,473
509,91
4536,806
4620,232
1730,243
3931,115
3589,675
2434,691
418,419
4709,548
3932,390
2433,642
4626,892
5053,774
5226,611
5484,561
3401,66
3133,792
1555,351
328,364
5397,94
5228,760
5400,324
5138,93
3936,257
2259,834
1382,320
3756,781
413,760
2780,885
4884,565
4017,614
3231,333
3322,188
4276,417
4711,329
5232,452
947,754
4621,98
1733,798
245,118
156,548
947,708
3670,709
1033,574
3232,854
3321,520
3932,478
5141,587
4277,450
332,697
2257,813
4361,775
2252,252
3670,529
74,493
1729,481
3934,235
3928,647
1649,612
1118,812
1301,108
4538,298
4023,104
4539,348
5056,651
1205,682
2170,817
2525,223
155,327
597,850
3932,814
4796,932
3408,435
416,611
2005,528
2002,331
3407,87
3490,775
2878,839
2341,534
3050,599
1822,540
2523,835
1827,596
245,733
5232,516
2778,625
5046,862
151,125
676,677
1300,697
2003,193
421,914
1831,341
1650,336
3050,640
5312,383
333,404
2341,759
5057,394
73,235
2785,102
1119,745
2612,762
2089,628
3930,832
1478,560
2608,251
5312,733
4967,850
781,788
1384,274
153,713
5055,224
860,350
4542,157
4112,308
2613,675
2175,360
4022,461
2340,153
2879,700
417,848
3495,662
1651,635
778,359
1559,793
3408,508
4710,141
3227,365
2433,837
951,230
5312,573
5309,545
5231,115
2874,776
1213,413
415,647
2882,373
1559,459
158,442
331,280
2086,296
4970,775
3138,87
5568,74
245,687
4970,383
4882,785
3667,733
2521,338
3323,685
778,321
3489,748
2435,494
157,663
4799,897
4708,415
2343,604
1293,840
1826,458
424,95
418,281
158,361
947,182
3228,738
5574,281
2961,132
3232,161
1648,156
776,863
4281,180
4964,867
2172,255
3664,764
5398,136
1914,236
4367,726
1823,217
2521,159
4541,695
1829,698
1209,280
1385,441
862,677
3843,286
508,450
4108,140
773,288
5484,445
3231,578
4880,751
3933,791
4791,191
3584,842
3842,512
1552,852
152,266
3139,124
5486,176
