meioX,meioY
3510,810
5253,78
2017,637
4462,437
437,342
436,556
521,423
1312,61
4733,268
4034,165
1581,558
1753,364
3339,355
4210,254
2020,63
1500,528
170,302
3594,576
3251,62
3169,782
1399,164
4643,804
2461,771
5591,372
3773,536
336,919
3864,84
2463,300
4373,87
3948,477
1758,908
3428,545
1222,549
2204,470
5595,730
5333,186
4644,193
606,897
4548,178
958,885
5414,429
1129,483
3165,342
1308,320
788,798
2099,879
3596,788
5595,255
1311,159
5073,679
3246,797
3596,535
4372,218
2370,664
3422,647
1760,621
83,909
4289,379
4462,730
1586,338
2548,223
3427,274
80,287
3337,470
4120,584
3329,890
609,500
5507,767
3950,37
2726,150
254,630
3430,576
2288,318
3342,403
956,236
4457,550
4550,707
3601,136
2985,191
3601,429
167,416
5162,390
4549,840
2900,471
1757,423
1222,828
2374,524
781,102
4907,142
3513,556
2906,929
3337,708
1581,662
2097,811
5419,269
604,348
2016,724
1133,857
3684,133
1495,380
2098,517
2375,106
5250,336
4551,91
3248,511
3243,420
1843,291
3246,149
3771,594
5163,695
2898,250
613,67
4207,188
3512,293
1311,515
2804,591
2809,78
2286,194
2801,789
2805,145
4290,607
2016,795
3772,42
433,734
5332,874
2099,562
4990,824
1579,909
1224,861
4988,719
2015,462
1314,697
2018,90
869,370
4819,643
1130,725
442,72
521,636
2635,278
1494,706
3944,303
3163,216
4287,758
2464,446
1225,575
3773,176
2373,638
4820,381
4033,366
3772,196
1041,797
343,521
4462,779
2198,580
4733,858
1497,118
867,572
3338,67
5077,69
2541,573
2805,860
4369,539
3253,292
2205,152
2805,35
1397,35
4123,345
4987,325
2012,843
2023,190
5322,330
1580,714
5333,394
1931,891
1757,112
4648,35
5328,804
3773,352
3163,842
2906,120
2379,411
4375,274
1668,510
4903,227
2805,634
2630,748
1498,830
4733,53
1932,868
5596,173
1500,603
5418,661
4460,147
4203,860
1050,752
5506,861
248,562
3605,172
1668,562
4904,862
80,509
3505,887
346,304
1926,505
790,493
4908,730
2098,455
3693,579
874,401
873,877
2012,244
82,552
3337,639
2378,442
1043,409
1396,719
5419,118
2463,806
436,246
2203,390
1399,124
4733,814
3770,841
4991,748
1671,362
2548,394
435,589
2373,876
2718,715
1927,597
4291,705
4908,490
2281,760
4907,767
5417,398
3167,631
2986,219
4988,186
3865,318
4820,451
2636,75
521,217
3079,903
606,690
3248,725
3427,47
3252,213
523,85
4904,587
2100,625
1765,225
5416,460
4126,151
433,380
1049,105
4287,924
1497,552
2728,118
4549,861
4645,606
3774,230
3074,665
700,863
4732,342
606,765
5251,904
4288,431
1671,27
1585,175
3331,750
1133,401
2378,210
5327,854
3421,813
3776,454
1135,309
4208,46
1501,215
2803,422
694,676
1841,877
3074,253
2283,509
4034,408
429,666
3338,543
