meioX,meioY
4190,72
4961,793
4964,669
1471,726
1470,172
5395,480
3663,874
4525,821
4190,387
4355,450
2779,473
5043,756
3220,315
2166,642
1641,557
2867,618
1295,478
2778,146
1381,422
1118,794
2611,245
1819,560
5564,771
1906,852
3044,818
3309,68
4792,111
2251,907
3752,725
3573,712
773,203
5134,805
1648,199
597,606
1813,275
5315,446
5566,426
4439,781
508,873
4960,349
860,849
3752,395
2694,127
2252,455
5045,623
5129,596
1035,336
1556,529
5488,284
4182,742
2690,559
1035,672
2076,577
2339,585
4012,703
3399,255
4181,598
2251,586
2868,289
2516,744
3484,239
1470,577
5042,932
5483,511
2427,796
3574,378
1739,425
773,909
1474,799
2166,335
68,911
3051,213
2339,665
1649,876
4271,556
3399,638
1291,368
504,133
2694,455
940,680
4189,290
3219,156
1644,343
2078,608
4614,542
3750,518
2694,841
1476,344
5134,63
5308,274
1206,467
3218,652
772,290
2341,906
3130,544
4445,578
5224,914
2608,743
1471,609
5568,892
1121,386
2341,791
4702,781
3925,99
2250,415
5568,364
768,440
1995,510
4013,59
5309,898
5480,831
1377,221
3835,656
1914,432
2167,912
677,353
2776,697
2079,188
3221,353
2606,184
2604,375
2077,135
4958,880
1035,520
2430,468
244,65
1125,616
1292,534
1117,558
1377,902
4440,854
4444,548
2167,580
5138,751
2956,553
2515,224
1202,868
3581,96
2076,86
5395,186
3224,764
4794,157
591,110
3042,908
1120,510
4526,661
4270,431
1290,71
3662,266
1469,202
4704,413
2251,847
4614,479
5395,588
5049,406
419,527
5134,733
1555,238
2079,540
1990,802
1470,419
1472,109
1473,387
2780,734
503,158
1818,755
1817,483
3306,712
1297,622
4796,367
854,881
1031,198
3485,665
1208,344
4187,551
5482,442
1203,68
3662,515
3749,451
1118,138
3398,360
2776,225
4621,401
5133,388
3221,547
1208,689
1388,381
677,219
1820,183
502,87
4878,903
2959,628
2695,488
1817,593
1995,919
4613,806
1640,485
3132,204
504,470
4615,850
4353,825
5220,593
5305,793
239,907
3222,221
1301,198
5044,448
2254,549
4702,868
5485,753
4353,748
3914,373
3130,843
4440,523
2253,775
1556,644
2519,562
1734,456
3131,920
4874,865
3834,913
4961,576
5222,755
674,899
2521,621
1558,377
3750,599
3484,129
2872,134
2783,407
4531,112
5485,798
4269,680
4095,777
3310,678
3933,217
2255,623
2079,327
3130,276
1728,204
4103,561
1821,241
3219,599
3398,119
5136,418
415,423
3310,808
5566,39
773,535
3222,673
3312,99
1378,792
4956,934
2435,330
4105,176
4441,367
3398,462
2250,261
4708,325
5137,122
2427,656
5045,865
4101,648
2868,214
4353,395
3843,473
1296,296
2609,519
2610,589
3925,520
3305,367
4879,197
505,288
5133,266
4962,734
327,259
2339,692
2958,288
67,533
3484,358
5313,88
2692,679
4616,637
4016,648
3048,146
1812,716
5565,729
1906,275
3754,360
500,435
5047,74
3661,920
2075,816
1120,221
2518,773
70,678
4525,715
1992,383
331,323
5138,559
2692,381
3225,816
946,736
5566,80
2604,703
3750,552
418,862
4527,493
4437,607
5044,479
2775,867
3402,591
771,734
5223,154
423,355
3748,200
2603,662
1994,194
1997,136
4351,961
3312,178
1730,255
4187,485
5135,871
5046,813
70,871
5307,341
858,399
771,868
4015,395
5487,629
1734,641
1906,236
3136,581
1381,739
776,253
4185,152
4710,168
3481,898
4273,176
1208,256
5045,283
2773,310
332,205
3576,587
1902,676
3480,786
240,203
