meioX,meioY
4550,91
1130,161
5243,117
2796,55
3071,405
2007,615
4370,467
3859,222
3075,301
4122,50
3328,390
786,533
3768,118
4374,634
4978,216
429,694
691,352
3593,78
1219,633
4203,880
4033,484
2625,665
1477,726
3327,124
1743,411
2089,862
430,532
4205,852
3161,181
958,858
2990,244
3330,720
518,780
2188,692
3944,837
3500,202
2091,655
4635,633
2801,660
4722,150
2714,534
788,87
2192,131
3772,473
159,468
3329,490
252,804
434,338
3069,912
1833,115
1399,60
332,657
4118,253
2899,912
1826,343
3413,220
788,824
2277,103
2541,643
5324,800
1124,429
3684,425
2626,66
3598,794
956,451
5508,455
4461,210
3597,605
3596,120
5063,756
3329,888
2004,154
2796,436
1747,593
4118,286
4724,698
4722,731
788,595
4205,340
1478,791
5245,47
3772,674
1130,814
2902,605
3237,726
4118,656
5151,814
4205,35
1659,244
4459,628
5325,729
3331,586
521,194
2903,362
5499,861
4719,569
4124,347
5325,590
431,485
605,741
5243,448
872,687
2456,231
608,286
4368,108
1483,478
2366,452
2367,160
5149,784
1130,786
955,634
2360,781
4209,517
1394,176
1130,725
4026,656
4030,893
4979,891
1650,862
2543,542
3681,307
1922,505
4121,687
3328,744
2278,159
4899,499
1130,609
863,555
4897,350
1049,205
3861,79
3420,244
4032,365
1306,210
4283,821
689,429
3681,545
5323,148
3159,315
3077,233
1487,626
3854,847
4205,741
4546,170
5325,204
3504,799
342,174
2093,266
3591,548
160,586
3157,896
1395,496
4288,493
5156,410
4724,287
3070,736
4899,641
690,867
4203,667
2984,712
3415,328
4724,80
1917,587
1305,725
3507,633
3498,58
780,799
5155,362
3857,159
4550,901
3159,580
2896,840
4117,623
5584,391
4979,95
5584,785
3164,250
5496,684
4638,874
1740,844
1044,680
335,107
2536,158
1747,341
4727,879
5153,210
4287,84
332,474
1483,340
1566,573
1651,796
2458,186
5414,652
5503,774
3854,509
692,532
4209,389
4977,862
4462,260
3329,543
253,465
2188,637
1302,881
689,690
332,553
2900,727
1220,545
4375,736
1657,195
783,880
2536,387
1306,312
2192,193
3161,804
1392,358
1133,64
3770,36
690,254
3329,418
1390,390
4549,497
3503,326
4979,707
4465,822
